operon_id	chromosome	TSS_start	TSS_end	score	strand	RNAP1_promoter	RNAP1_body	spt45_r1_promoter	spt45_r1_body	elf1_r1_promoter	elf1_r1_body	cpsf1_r1_promoter	cpsf1_r1_body	RNAP2_promoter	RNAP2_body	spt45_r2_promoter	spt45_r2_body	elf1_r2_promoter	elf1_r2_body	cpsf1_r2_promoter	cpsf1_r2_body	EI_RNAP1	EI_RNAP2	EI_spt45_r1	EI_spt45_r2	EI_elf1_r1	EI_elf1_r2	EI_RNAPmean	EI_Spt45mean	EI_Elf1mean	EI_RNAPsd	EI_Spt45sd	EI_Elf1sd	TFB1_peakStart	TFB1_foldR1	TFB1_foldR2	TFEb_peakStart	TFEb_foldR1	TFEb_foldR2	first.cistron	Synonym	Product	Raw.Counts.h2o2.Replicate.1	Raw.Counts.h2o2.Replicate.2	Normalized.Counts.h2o2.Replicate.1	Normalized.Counts.h2o2.Replicate.2	RPKM.h2o2	Expression.h2o2	Raw.Counts.expon.Replicate.1	Raw.Counts.expon.Replicate.2	Normalized.Counts.expon.Replicate.1	Normalized.Counts.expon.Replicate.2	RPKM.expon	Expression.expon	Raw.Counts.stat.Replicate.1	Raw.Counts.stat.Replicate.2	Raw.Counts.stat.Replicate.3	Normalized.Counts.stat.Replicate.1	Normalized.Counts.stat.Replicate.2	Normalized.Counts.stat.Replicate.3	RPKM.stat	Expression.stat	pValue.h2o2.vs.expon	qValue.h2o2.vs.expon	pValue.h2o2.vs.stat	qValue.h2o2.vs.stat	pValue.expon.vs.stat	qValue.expon.vs.stat
ID_578	gi|15896971|ref|NC_002754.1|	738320	738321	.	-	25.7108666666667	4.813408	20.9670666666667	8.472312	10.2496066666667	6.756476	6.78360666666667	1.26628	21.4998	5.229384	17.9044	8.908084	12.1231466666667	11.85576	12.0148866666667	1.82674	-2.41724762053626	-2.03961032130216	-1.30729741583779	-1.00712710546633	-0.601225670676479	-0.0321760631773747	-2.22842897091921	-1.15721226065206	-0.316700866926927	0.267029895117412	0.212252461974533	0.40237883629416	738352	18.24551	17.22541	738329	10.29986	8.13278	SSO0862	SSO0862	Thermosome alpha subunit (thermophilic factor	58875	33884	1634304	1340175	702	885	55274	22459	1218709	672631	641	562	6637	7967	5615	410872	382559	378883	96	232	0.0842994585980527	0.309159810258707	4.44768779389975e-11	1.78884394087983e-10	0.000135892026583784	0.000302597910411531
ID_595	gi|15896971|ref|NC_002754.1|	761574	761575	.	+	3.53865333333333	0.866352	2.51012666666667	1.257616	1.36774666666667	1.43348	1.002434	0.9196288	2.56986666666667	0.968116	2.00498666666667	1.226076	1.49022	1.575128	1.07093266666667	0.919534	-2.03017521590802	-1.40844168228832	-0.997068690175349	-0.709544233437947	0.0677207364151685	0.0799437411072572	-1.71930844909817	-0.853306461806648	0.0738322387612128	0.439631997713564	0.203310493115995	0.00864296950425089	761584	2.70708	2.40333	761580	3.40388	2.75987	SSO0895	SSO0895	Indole-3-glycerol phosphate synthase (trpC)	6971	3735	193527	147725	182	228	10342	8121	228037	243224	342	315	1871	2151	1996	115850	103317	134693	64	157	0.526699897479645	1	0.000556817337461396	0.00163064192993163	1.51744152171309e-05	3.50429930051398e-05
ID_614	gi|15896971|ref|NC_002754.1|	786862	786863	.	+	32.9486666666667	4.51004	22.1202666666667	7.599924	9.19134	7.47456	3.57637333333333	1.3918548	24.6464666666667	3.602412	16.3624	6.252468	9.39428	9.24988	5.09622	1.97136	-2.86900795083215	-2.77434574206032	-1.54131188116675	-1.38788670120674	-0.298286550869306	-0.0223479448335856	-2.82167684644623	-1.46459929118675	-0.160317247851446	0.0669362897446602	0.108487985154484	0.195118059519021	786860	24.696	20.11782	786862	8.89895	6.90153	SSO0927	SSO0927	hypothetical protein	19451	32974	539949	1304173	461	640	17756	9345	391492	279883	260	233	94688	119841	87871	5861173	5753929	5928332	1690	4060	1.26992264442547e-07	2.06977444612382e-06	4.35621327576091e-05	0.000135473445828608	0	0
ID_617	gi|15896971|ref|NC_002754.1|	790182	790183	.	+	11.73768	1.63572	8.62852	2.555192	3.31515333333333	2.04928	2.24224666666667	0.8914744	10.2079866666667	1.308988	6.73343333333333	1.882284	4.25384666666667	2.754304	4.06585333333333	0.8533776	-2.84314956586771	-2.9631745731041	-1.75568142254633	-1.83885799407199	-0.693958481707503	-0.627080228705494	-2.90316206948591	-1.79726970830916	-0.660519355206499	0.0848704965288106	0.0588147177616399	0.0472900662116306	790184	9.70152	9.23879	790181	4.78375	3.19985	SSO0929	SSO0929	Ribonucleotide reductase (nrd)	18695	15076	518970	596295	170	221	24261	13627	534925	408134	208	187	15158	21578	13591	938289	1036035	916938	160	382	0.0778260741686743	0.28945348732029	0.387009101325989	0.832016113555113	0.00416852228683306	0.00877390796410501
ID_630	gi|15896971|ref|NC_002754.1|	807596	807597	.	-	6.47496666666667	1.591496	4.20159333333333	1.744112	2.79204666666667	2.210104	1.79182	1.1478932	5.46136666666667	1.506064	3.38172	1.853576	2.48384	2.5649	2.06339333333333	1.340896	-2.02448923481003	-1.85847894164505	-1.26844384494134	-0.867445942780279	-0.337208795609358	0.0463303359665653	-1.94148408822754	-1.06794489386081	-0.145439229821396	0.117387004043727	0.283548335859663	0.271203120787735	807586	8.12979	8.16583	807585	3.34037	3.62907	SSO0951	SSO0951	transcription factor	7424	6435	206098	254545	322	421	19249	14452	424414	432829	855	785	3950	4379	3780	244513	210249	255076	178	433	0.515274200067536	1	0.0427066628520325	0.107474406999496	6.92480106105673e-05	0.000156096348320562
ID_634	gi|15896971|ref|NC_002754.1|	811602	811603	.	-	8.06762	1.0789876	4.63296666666667	1.464496	2.15514	1.784012	1.17453533333333	1.0792928	6.56876	0.9715976	3.65356	1.19882	1.94546	1.631548	1.48433	1.0244776	-2.90246484681211	-2.75719022396837	-1.66153204971813	-1.60768784221456	-0.272656271785616	-0.253869885793648	-2.82982753539024	-1.63460994596634	-0.263263078789632	0.102724670947124	0.0380736042533925	0.0132839809289085	811595	5.54846	4.67661	811600	5.25068	4.73896	SSO0956	SSO0956	hypothetical protein	10324	11094	286601	438801	252	336	29526	16580	651012	496567	593	532	8001	8810	7701	495264	422993	519563	183	445	0.692748954660856	1	0.280924176754079	0.626444815354904	0.439348245411996	0.817019765810957
ID_660	gi|15896971|ref|NC_002754.1|	851272	851273	.	+	26.841	3.874928	16.7932666666667	5.480756	7.22936	5.914496	3.59265333333333	1.43212	20.2419333333333	3.094584	12.52736	4.666864	7.40139333333333	6.968824	5.16660666666667	2.020056	-2.79219701316907	-2.70952970190036	-1.61543608078359	-1.42455708441332	-0.289612698612757	-0.0868816681727752	-2.75086335753472	-1.51999658259846	-0.188247183392766	0.0584546163805644	0.134971832719502	0.143352486381048	851275	26.4174	25.84594	851277	9.14294	6.16324	SSO0992	SSO0992	Transport conserved hypothetical protein	199473	128577	5537137	5085357	3503	4459	197755	167001	4360140	5001492	4246	3930	58161	67948	62771	3600149	3262365	4234941	1276	3105	0.998788216735013	1	0.0938325817345244	0.226786356319545	0.1325383149153	0.25786985895708
ID_668	gi|15896971|ref|NC_002754.1|	870047	870048	.	-	10.42856	2.291824	5.56410666666667	1.932916	1.97780666666667	1.840452	1.82026	1.329624	7.70081333333333	2.15244	4.71638666666667	1.828836	2.06662666666667	1.852368	2.246	1.67124	-2.18597179881	-1.83903780376125	-1.52537113455454	-1.36675629269976	-0.103841283623657	-0.157907051832608	-2.01250480128563	-1.44606371362715	-0.130874167728132	0.245319380523107	0.112157630272347	0.0382302713306095	870066	8.9231	7.0289	870067	3.7427	3.13134	SSO1012	SSO1012	pyruvate dehydrogenase	5208	5375	144577	212609	81	108	2624	2031	57855	60839	39	35	6528	7758	6730	404087	372487	454058	102	248	8.80462908309275e-18	4.42077586059157e-16	0.169591981550701	0.393984954154725	7.23328305941085e-118	4.30539391280038e-117
ID_669	gi|15896971|ref|NC_002754.1|	871533	871534	.	+	57.8518666666667	8.054896	42.3913333333333	23.22232	9.61028666666667	14.27184	11.7528533333333	5.363288	49.5755333333333	9.053428	33.9662	24.22928	12.7605533333333	21.84732	24.0407866666667	8.303568	-2.8444256435901	-2.45309222864259	-0.868257233906553	-0.487348290265948	0.57051997545106	0.775765426131544	-2.64875893611635	-0.67780276208625	0.673142700791302	0.276714511414272	0.269343297062877	0.145130449983859	871535	26.64412	25.60718	871538	17.72762	15.12142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ID_686	gi|15896971|ref|NC_002754.1|	904874	904875	.	+	15.00328	1.0838092	7.17245333333333	1.109476	1.49636	1.340484	1.80238666666667	1.0015772	12.6153466666667	0.9821224	5.55018666666667	1.0022128	1.43412666666667	1.262184	2.37495333333333	1.275592	-3.79109523171848	-3.68313320552818	-2.69258821657673	-2.46934742500133	-0.158703306630011	-0.184250212738357	-3.73711421862333	-2.58096782078903	-0.171476759684184	0.0763406808297981	0.157855077560414	0.0180643905475475	904880	10.63402	9.28182	904877	9.96642	7.86743	SSO1046	SSO1046	hypothetical protein	4815	2183	133667	86376	116	143	3059	2644	67464	79190	102	95	863	920	717	53474	44176	48392	26	63	0.000343983382156406	0.00278976840866224	2.88023025350642e-12	1.1954875705554e-11	0.00256089270063856	0.00544911755098281
ID_704	gi|15896971|ref|NC_002754.1|	925903	925904	.	+	12.8741	1.827568	9.55799333333333	3.382988	4.11484666666667	3.402712	2.69962	1.57614	11.5208866666667	2.16568	8.74695333333333	3.437096	5.63682	4.317296	5.70652666666667	2.573944	-2.81647458821792	-2.41135976150003	-1.49840970163931	-1.34759044925103	-0.274153622759129	-0.384753489351028	-2.61391717485898	-1.42300007544517	-0.329453556055078	0.286459441131429	0.106645316097236	0.0782059156654597	925908	10.43	9.39019	925910	3.85996	2.94911	SSO1069	SSO1069	Amino acid transporter	27216	35736	755505	1413419	411	557	56258	34596	1240400	1036116	647	585	50706	55833	44483	3138710	2680726	3001091	625	1512	0.367813923455937	0.97863653309259	0.692173189140661	1	0.0243252532338352	0.0494608186263416
ID_719	gi|15896971|ref|NC_002754.1|	951908	951909	.	-	6.34666666666667	0.9955776	3.38515333333333	0.9760108	1.26448666666667	1.218028	1.00858333333333	0.9013888	7.45577333333333	0.9318544	4.00884666666667	1.0841108	1.77196	1.454904	1.75757333333333	0.9268564	-2.67239339693498	-3.00018154058655	-1.79425216629021	-1.88667502445791	-0.054004526370069	-0.284422075179095	-2.83628746876076	-1.84046359537406	-0.169213300774582	0.231781219168575	0.0653528297470233	0.162929811267245	951911	4.90849	6.0668	951915	4.56173	4.6055	SSO1095	SSO1095	aconitate hydratase	9245	8715	256647	344723	88	117	15600	8439	343951	252764	129	116	4741	5439	4712	293511	261177	317917	46	113	0.0632069130683153	0.243518713343645	0.0697579463237145	0.170989359768286	0.976266867544167	1
ID_734	gi|15896971|ref|NC_002754.1|	965724	965725	.	-	7.28535333333333	1.669128	5.61800666666667	2.261816	3.47394	2.658416	1.99392	1.336104	6.64906	1.755188	4.37905333333333	2.266968	2.81625333333333	3.205884	2.98424	1.66718	-2.12590434891246	-1.92152482901146	-1.3125767664039	-0.949854994287783	-0.386005955616065	0.186945108683815	-2.02371458896196	-1.13121588034584	-0.0995304234661248	0.144518144457644	0.256483024747305	0.405137582854495	965715	6.1951	6.08713	965745	4.01185	4.04541	SSO1119	SSO1119	hypothetical protein	15415	27363	427915	1082256	430	599	71248	41570	1570904	1244977	1241	1117	29046	29350	20056	1797982	1409216	1353100	501	1206	0.942715080030299	1	0.630547947128953	1	0.476138949585192	0.881749286174125
ID_771	gi|15896971|ref|NC_002754.1|	1021931	1021932	.	-	8.92092666666667	1.0884984	5.7502	1.383396	2.53293333333333	1.501988	4.05859333333333	1.214808	8.54752	1.257444	5.65538666666667	1.591416	3.36673333333333	1.803824	9.20599333333333	1.899212	-3.03485429186294	-2.76501174202111	-2.05539794579976	-1.8293146577086	-0.753935819281546	-0.900290874087797	-2.89993301694203	-1.94235630175418	-0.827113346684671	0.190807496845826	0.159865026122208	0.103488651714429	1021960	5.89311	6.02924	1021954	3.91709	2.83795	SSO1178	SSO1178	hypothetical protein	5094	1930	141413	76336	168	205	2749	2592	60619	77628	139	130	395	523	419	24485	25129	28273	20	48	0.000120982479924722	0.00108535579252352	6.79244917610937e-52	4.77311383413735e-51	2.45580686127359e-16	7.53194754595534e-16
ID_781	gi|15896971|ref|NC_002754.1|	1038159	1038160	.	-	7.80674	0.7205844	4.15342666666667	0.8072616	1.15196466666667	1.03931	1.513086	1.0372956	9.04934666666667	0.710242	4.55371333333333	0.8321188	1.39732866666667	1.0706912	2.23747333333333	0.9487012	-3.43748089798443	-3.67143105663705	-2.36319391027261	-2.45218205440294	-0.148470428743686	-0.384128948211541	-3.55445597731074	-2.40768798233778	-0.266299688477614	0.165427743642935	0.0629241201597622	0.166635737160102	1038145	6.25624	6.80471	1038142	4.20513	5.81171	SSO1195	SSO1195	Phosphohistidine phosphatase (sixA)	1308	770	36335	30482	54	68	1041	949	22968	28432	56	52	931	1165	739	57660	55975	49865	46	112	0.000542630495449568	1	1	1	1.95362672206856e-08	4.91644299579582e-08
ID_806	gi|15896971|ref|NC_002754.1|	1065791	1065792	.	+	13.1930333333333	0.5486276	6.88876666666667	0.6429776	1.38652	0.8509272	2.21998	1.0397144	10.03242	0.6176684	4.91074	0.7514784	1.32777333333333	0.771754	3.16233333333333	0.925064	-4.58780529379973	-4.02169331757174	-3.42140532946334	-2.70813689883596	-0.704360812475609	-0.782795922079275	-4.30474930568573	-3.06477111414965	-0.743578367277442	0.400301617301731	0.504356944102904	0.0554619978838622	1065762	10.37841	7.91894	1065735	5.31616	3.92675	SSO1227	SSO1227	Toluene-4-monooxygenase system protein A. amino	1798	2219	49934	87798	63	85	972	798	21439	23917	30	28	64297	72452	46450	3979978	3478620	3133804	1826	4375	1.07716072934962e-28	1.08167785498882e-26	0	0	0	0
ID_828	gi|15896971|ref|NC_002754.1|	1096401	1096402	.	+	13.8150533333333	2.855724	8.66060666666667	4.119936	5.25903333333333	4.494764	3.56696666666667	1.435116	13.51742	3.1253	8.61528	4.099444	6.15656	7.261104	6.4299	2.618604	-2.27431267408523	-2.11275323119501	-1.07184616137069	-1.07146943242905	-0.226552272832573	0.238064451561067	-2.19353295264012	-1.07165779689987	0.00575608936424706	0.114239777632399	0.000266387589301684	0.328533636471424	1096414	8.65662	6.89926	1096410	3.66033	2.76934	SSO1273	SSO1273	hypothetical protein	57018	92841	1582760	3671942	698	965	274812	110128	6059122	3298237	1961	1719	31811	36212	24294	1969134	1738654	1639059	273	655	0.359277615141032	0.963334380649468	0.0070936214566347	0.0189711714729414	6.97907267359624e-08	1.72838927867185e-07
ID_839	gi|15896971|ref|NC_002754.1|	1121785	1121786	.	-	20.0213866666667	1.203938	10.05594	1.796812	2.07558	1.975584	3.29871333333333	1.300972	15.9728133333333	1.24232	7.61997333333333	1.815588	2.08892	2.32502	4.52311333333333	1.384636	-4.05570889395037	-3.68450970111451	-2.48453657385213	-2.06934909087872	-0.0712353497724013	0.154485884311841	-3.87010929753244	-2.27694283236542	0.0416252672697198	0.262477466425205	0.293581884674268	0.159609015278764	1121789	19.67125	16.32013	1121781	8.16556	6.28769	SSO1292	SSO1292	hypothetical protein	2122	2185	58918	86433	95	126	720	583	15893	17473	31	28	6712	7793	6304	415476	374198	425308	290	703	9.92885615646867e-59	1.71714051194928e-56	2.72795998828494e-12	1.13379698845541e-11	0	0
ID_841	gi|15896971|ref|NC_002754.1|	1123602	1123603	.	+	37.1224	2.411056	25.0856666666667	3.739428	9.21108666666667	3.422092	12.5325066666667	2.263272	34.2346	2.349188	21.7524666666667	3.251368	12.4784666666667	4.627536	26.0332	4.2884	-3.94455292018286	-3.8652210773764	-2.74597376822542	-2.74206024855392	-1.42849282057327	-1.43112455038755	-3.90488699877963	-2.74401700838967	-1.42980868548041	0.0560960840124731	0.00276727629802421	0.00186091399792864	1123614	24.22223	25.09502	1123609	8.78166	8.16635	SSO1294	SSO1294	hypothetical protein	1538	2384	42707	94295	66	92	652	481	14376	14421	21	19	6653	10356	5649	411847	497239	381172	245	578	1.34689175646002e-68	2.79524935857337e-66	2.47956732067336e-16	1.13346447419327e-15	0	0
ID_886	gi|15896971|ref|NC_002754.1|	1193090	1193091	.	+	11.8234133333333	1.671532	8.78811333333333	2.222948	3.66191333333333	2.27348	4.38912	1.727288	11.30372	1.40436	8.55778	1.95856	4.51863333333333	2.343648	7.92759333333333	2.261944	-2.82240371174811	-3.00881291965324	-1.98307927445803	-2.12744326563805	-0.687695334585877	-0.947130590536726	-2.91560831570068	-2.05526127004804	-0.817412962561302	0.131811214985335	0.102080757122544	0.183448428761713	1193056	8.1949	8.98491	1193073	4.49505	3.68556	SSO1355	SSO1355	Thermostable carboxypeptidase (cpsA-1)	3856	3298	107049	130465	76	100	9378	6096	206779	182574	181	164	234	322	218	14488	15468	14730	5	12	0.953436984457516	1	8.49018905376514e-271	1.1392223501884e-269	0	0
ID_943	gi|15896971|ref|NC_002754.1|	1295950	1295951	.	-	18.5147333333333	2.423764	15.1006333333333	4.568596	6.64297333333333	4.26848	3.48202666666667	1.5406	20.5109333333333	2.787824	16.7353533333333	5.165628	10.8196466666667	6.728208	8.19083333333333	2.669044	-2.93335263392616	-2.87918175253674	-1.72478628259423	-1.69588335357057	-0.638106703538216	-0.685359174592341	-2.90626719323145	-1.7103348180824	-0.661732939065278	0.0383045975733146	0.020437457108783	0.0334125427101928	1295949	11.7595	12.28564	1295950	4.23597	4.78199	SSO1443	SSO1443	hypothetical protein	5994	5830	166394	230590	331	438	3087	2650	68066	79368	175	162	2290	3089	2036	141774	148316	137410	131	314	5.06617454746701e-13	1.6958065985231e-11	0.00125703286702003	0.00356388280057682	7.73113832369062e-05	0.000173769195679775
ID_960	gi|15896971|ref|NC_002754.1|	1331038	1331039	.	-	12.3384933333333	1.1482156	6.50807333333333	1.564964	2.38316	1.619828	2.66387333333333	1.1547764	11.4220666666667	1.1795292	6.10849333333333	1.952736	2.92659333333333	2.31724	4.42044	1.584296	-3.42570076934911	-3.27554067127436	-2.05610103728922	-1.64531966422865	-0.557035184129815	-0.336814815035995	-3.35062072031173	-1.85071035075894	-0.446924999582905	0.106179223612286	0.29046629447625	0.155719316341645	1331030	12.11391	13.27633	1331032	4.96645	4.54045	SSO1469	SSO1469	hypothetical protein	2881	3303	79998	130647	90	121	3795	3013	83685	90240	108	100	6536	8609	5576	404599	413382	376250	192	459	0.00932671054229759	0.0473638660981605	7.70869641094642e-05	0.000235728604393676	4.28948579388935e-39	1.69241689180958e-38
ID_966	gi|15896971|ref|NC_002754.1|	1340386	1340387	.	+	25.1842	2.805628	15.457	4.700136	4.42800666666667	4.211932	4.16518666666667	1.407992	22.3056	2.869284	13.5155666666667	4.628328	6.41822	7.352416	7.81890666666667	3.298396	-3.16612326424937	-2.95864327842327	-1.71748593096909	-1.54605898697814	-0.0721752493943987	0.196045154355048	-3.06238327133632	-1.63177245897361	0.0619349524803245	0.146710504938119	0.12121715457409	0.189660466343827	1340389	22.57428	24.02545	1340389	5.52255	4.52012	NA	NA	Novel protein	2562	2784	71135	110125	293	392	2363	1900	52101	56926	255	235	1777	2573	1637	110046	123545	110457	208	496	2.4675987041207e-05	0.000268588628179291	0.32171324249411	0.707769133487041	1.89210881426715e-06	4.49285639878997e-06
ID_978	gi|15896971|ref|NC_002754.1|	1350710	1350711	.	+	15.49466	1.1143528	8.65036666666667	1.3756696	2.31792666666667	1.581024	3.67645333333333	1.649812	17.1194066666667	1.1099004	9.75236666666667	1.537524	3.19913333333333	2.083016	6.60759333333333	2.68486	-3.79749313609598	-3.94713057768396	-2.65262727227792	-2.66514343861569	-0.551975655822548	-0.619007201277852	-3.87231185688997	-2.65888535544681	-0.5854914285502	0.105809649666268	0.00885026609189877	0.0473984603448596	1350714	14.4105	15.80879	1350718	3.79266	3.66125	SSO1497	SSO1497	First ORF in transposon ISC1778	2621	4031	72756	159447	251	345	1375	1182	30329	35419	105	97	7832	9074	5617	484856	435667	379001	539	1289	1.34121892885546e-31	1.49114804483109e-29	0.000135945530480008	0.000411271561112017	0	0
ID_980	gi|15896971|ref|NC_002754.1|	1355906	1355907	.	+	6.00117333333333	0.9086924	4.46829333333333	1.35818	2.62624666666667	1.287876	3.08861333333333	1.1336548	4.87052	0.9687092	3.41508	1.1508732	2.47074	1.51354	4.09313333333333	1.2575052	-2.72338068237157	-2.32994026117355	-1.7180492055335	-1.569190484673	-1.02800873200999	-0.707016398130959	-2.52666047177256	-1.64361984510325	-0.867512565070476	0.278204389822011	0.105259010959218	0.226975855994761	1355906	4.2515	3.94119	1355917	3.25063	2.95228	SSO1501	SSO1501	hypothetical protein	5817	4335	161494	171482	188	243	8521	6439	187891	192844	303	278	1072	1135	1047	66410	54531	70646	38	93	0.167471474999204	0.536909064544308	1.35019594808856e-15	6.03902296896506e-15	4.30406429564407e-19	1.38271952036532e-18
ID_997	gi|15896971|ref|NC_002754.1|	1375617	1375618	.	+	12.6609266666667	1.1701656	7.14347333333333	1.74238	2.33694	1.846568	1.9742	1.218128	9.57526	1.1583952	5.28116666666667	1.616584	2.43931333333333	1.939432	2.71624	1.22662	-3.43559838370423	-3.04718413201142	-2.03556641962942	-1.70790819778931	-0.3397743031071	-0.330840893052399	-3.24139125785783	-1.87173730870936	-0.33530759807975	0.274650351281481	0.231689350574664	0.00631687482879928	1375618	12.4876	12.36786	1375618	7.43536	4.75578	SSO1524	SSO1524	Dihydrolipoamide dehydrogenase (pdhD-2)	1541	1404	42790	55541	30	40	2897	2213	63874	66296	57	53	3329	4140	2671	206101	198818	180258	66	159	0.52728035217582	1	2.75448282059082e-06	9.09300638441063e-06	2.30457445290475e-15	6.94495670076718e-15
ID_1071	gi|15896971|ref|NC_002754.1|	1486405	1486406	.	+	13.0598066666667	1.78358	7.56396	2.624324	2.97548	2.68878	3.84752	1.829372	10.74636	1.834572	6.63812	2.386712	3.28998666666667	3.495724	6.27135333333333	2.918504	-2.87228570738387	-2.55033264271595	-1.52719588738812	-1.47575022018389	-0.146170704034687	0.087509546205173	-2.71130917504991	-1.501473053786	-0.0293305789147568	0.22765519525048	0.0363775801427787	0.165236889573974	1486419	9.15122	8.46563	1486423	4.932	3.41667	SSO8549	SSO8549	hypothetical protein	336	318	9348	12609	40	53	149	154	3292	4619	20	19	125	227	114	7748	10902	7754	18	43	8.11506555842219e-19	1	0.000899468676678609	1	9.85374734885259e-09	1
ID_1085	gi|15896971|ref|NC_002754.1|	1506151	1506152	.	+	7.53998	1.1724436	4.07209333333333	0.9948808	1.83636666666667	1.0725124	2.95447333333333	1.226844	6.50816	1.1415796	3.45773333333333	1.036846	2.04374666666667	1.0844316	4.37722666666667	1.4531288	-2.68504217265524	-2.51121826018283	-2.03317504170143	-1.73762497963611	-0.775859822171165	-0.91427731900319	-2.59813021641903	-1.88540001066877	-0.845068570587177	0.122912067241617	0.208985453066493	0.0978759506447921	1506160	6.31053	6.75675	1506149	3.54954	3.3162	SSO1653	SSO1653	Helicase of the snf2/rad54 family (amino end	2571	2623	71385	103772	27	36	9543	5130	210421	153642	84	75	7927	10411	6282	490711	499899	423846	82	195	0.319438703756682	0.876134524048062	1.57109934829627e-10	6.14426164729432e-10	5.28243322203628e-09	1.360150092655e-08
ID_1189	gi|15896971|ref|NC_002754.1|	1639887	1639888	.	+	31.1484	1.907684	17.7936066666667	2.117056	5.9375	2.098528	5.01695333333333	1.59764	20.1153333333333	1.5457444	11.4601333333333	1.498288	5.80439333333333	1.57536	7.80946666666667	2.0818	-4.02926393847685	-3.70192196116217	-3.07122762974982	-2.935236959759	-1.50047789555189	-1.88146373680544	-3.86559294981951	-3.00323229475441	-1.69097081617867	0.23146573192622	0.0961599249286087	0.269397671886445	1639894	28.15204	17.92577	1639873	5.97484	3.7054	SSO1809	SSO1809	hypothetical protein	4498	2088	124874	82611	157	194	2255	2305	49724	69057	118	111	2112	3868	2797	130761	185733	188759	132	315	6.78069006824642e-06	8.14991821716259e-05	0.976485869617016	1	6.5993005419065e-14	1.93990770415061e-13
ID_1210	gi|15896971|ref|NC_002754.1|	1662173	1662174	.	+	19.7066733333333	1.990928	14.2629533333333	2.25806	7.39828666666667	2.329928	8.89815333333333	1.709912	15.7303666666667	1.79394	11.0891333333333	2.031652	8.48725333333333	2.537448	14.75018	2.585492	-3.30717130338619	-3.13234875572403	-2.65911701554614	-2.44842140632867	-1.66690582961768	-1.74191948323794	-3.21976002955511	-2.5537692109374	-1.70441265642781	0.123618208956224	0.148984294043903	0.053042663156469	1662159	10.97302	10.82398	1662174	5.93001	4.3368	SSO1834	SSO1834	hypothetical protein	1956	1433	54313	56702	109	141	1669	1349	36809	40416	106	98	5953	9683	5668	368532	464940	382412	436	1031	9.53686612442284e-05	0.000880957396003807	9.12401607639777e-26	4.93108716073373e-25	0	0
ID_1233	gi|15896971|ref|NC_002754.1|	1685256	1685257	.	+	36.6599333333333	2.526168	23.0395333333333	3.844624	8.03557333333333	4.041808	6.71289333333333	1.85718	24.8006666666667	1.8572	15.3816333333333	2.57548	8.27908	3.514308	8.50016	2.355856	-3.85918167005492	-3.7391778110858	-2.5831970790206	-2.57829546534465	-0.991400172706909	-1.23622982220634	-3.79917974057036	-2.58074627218263	-1.11381499745663	0.0848555424456197	0.00346596426902057	0.173120705396575	1685263	28.15883	19.17039	1685268	8.15967	4.34645	SSO1870	SSO1870	hypothetical protein	2643	4735	73391	187293	137	191	2393	2614	52768	78288	101	96	6724	9697	5845	416246	465622	394389	263	624	2.26296640094366e-07	3.54000723926514e-06	0.00165213027857426	0.00462507334280725	5.13708418453491e-98	2.85057808671251e-97
ID_1321	gi|15896971|ref|NC_002754.1|	1783113	1783114	.	-	31.6263333333333	2.266556	19.5813066666667	3.032292	5.88324666666667	3.515476	8.7946	2.624964	27.8734	2.369576	16.47788	3.376964	6.5402	5.085924	14.2939666666667	5.935416	-3.80255259204099	-3.55618815451297	-2.69099644742211	-2.28673193642952	-0.742892480041764	-0.362824850460419	-3.67937037327698	-2.48886419192582	-0.552858665251092	0.174205964419273	0.285858177115927	0.268748398186466	1783098	21.97452	21.73717	1783099	6.81025	5.92609	SSO9378	SSO9378	hypothetical protein	160	122	4467	4844	13	16	131	94	2895	2820	11	10	435	824	274	26957	39573	18500	44	102	7.83816016234164e-06	1	2.19921678573482e-21	1.11138991136242e-20	0	0
ID_1376	gi|15896971|ref|NC_002754.1|	1861882	1861883	.	+	19.1259266666667	1.705396	11.68004	2.264792	2.82667333333333	1.935052	3.31982666666667	1.2206076	17.7613	1.580172	9.7781	2.03668	3.52817333333333	2.566972	6.19328	1.77162	-3.48735096623033	-3.49058367265573	-2.36659475154758	-2.26333483566693	-0.546732830697906	-0.458853880483169	-3.48896731944303	-2.31496479360726	-0.502793355590538	0.00228586863498258	0.0730157867439591	0.0621398016203958	1861894	22.24482	21.70262	1861905	5.11038	4.53058	SSO2044	SSO2044	NAD specific glutamate dehydrogenase (gdhA-4)	5351	3503	148549	138560	89	113	50458	24815	1112512	743189	828	736	23302	38991	19754	1442407	1872105	1332773	524	1229	6.2393341811094e-14	2.25849387276669e-12	2.70997535010809e-42	1.76488562026914e-41	0.359104968898726	0.673024544359864
