operon_id	chromosome	TSS_start	TSS_end	score	strand	RNAP1_promoter	RNAP1_body	spt45_r1_promoter	spt45_r1_body	elf1_r1_promoter	elf1_r1_body	cpsf1_r1_promoter	cpsf1_r1_body	RNAP2_promoter	RNAP2_body	spt45_r2_promoter	spt45_r2_body	elf1_r2_promoter	elf1_r2_body	cpsf1_r2_promoter	cpsf1_r2_body	EI_RNAP1	EI_RNAP2	EI_spt45_r1	EI_spt45_r2	EI_elf1_r1	EI_elf1_r2	EI_RNAPmean	EI_Spt45mean	EI_Elf1mean	EI_RNAPsd	EI_Spt45sd	EI_Elf1sd	TFB1_peakStart	TFB1_foldR1	TFB1_foldR2	TFEb_peakStart	TFEb_foldR1	TFEb_foldR2	first.cistron	Translation_Start	Translation_Stop	Transcription_Stop	Strand	Name	Synonym	Product	Expression.expon	Expression.stat	Expression.oxid	Expression.mock	qValue.expon.vs.stat	qValue.expon.vs.oxid	qValue.expon.vs.mock	qValue.stat.vs.oxid	qValue.stat.vs.mock	qValue.oxid.vs.mock	foldchange_ExpStat	foldchange_ExpOxid	foldchange_OxidMock	UTR	Name	Synonym	Product	Raw.Counts.h2o2.Replicate.1	Raw.Counts.h2o2.Replicate.2	Normalized.Counts.h2o2.Replicate.1	Normalized.Counts.h2o2.Replicate.2	RPKM.h2o2	Expression.h2o2	Raw.Counts.expon.Replicate.1	Raw.Counts.expon.Replicate.2	Normalized.Counts.expon.Replicate.1	Normalized.Counts.expon.Replicate.2	RPKM.expon	Expression.expon	Raw.Counts.stat.Replicate.1	Raw.Counts.stat.Replicate.2	Raw.Counts.stat.Replicate.3	Normalized.Counts.stat.Replicate.1	Normalized.Counts.stat.Replicate.2	Normalized.Counts.stat.Replicate.3	RPKM.stat	Expression.stat	pValue.h2o2.vs.expon	qValue.h2o2.vs.expon	pValue.h2o2.vs.stat	qValue.h2o2.vs.stat	pValue.expon.vs.stat	qValue.expon.vs.stat
ID_672	gi|15896971|ref|NC_002754.1|	878072	878073	.	+	7.06915333333333	1.1657168	3.61823333333333	0.8195164	1.26212666666667	0.6602568	3.50250666666667	1.2196112	5.65674	1.1428144	3.20879333333333	1.0008392	1.1323	1.052942	3.36206666666667	1.1511908	-2.6003200931547	-2.30737974196342	-2.14244072210305	-1.68082067194148	-0.934757546111815	-0.104830277699558	-2.45384991755906	-1.91163069702226	-0.519793911905686	0.207140108810517	0.32641466780092	0.586847199385935	878073	10.64698	7.17066	878080	3.57407	3.42256	878058	878058	878894	878904	+	cysA-1	SSO1019	thiosulfate sulfurtransferase	35	5	38	40	1	1	1	1	1	1	2.807354922	-0.118644496	-0.074000581	15	SSO1019	SSO1019	Thiosulfate sulfurtransferase (cysA-1)	1390	633	38603	25053	31	38	1345	991	29655	29695	39	36	80	74	77	4975	3589	5244	2	5	0.0215452446613847	1	2.89126023115199e-128	1	7.1688413490783e-106	1
ID_704	gi|15896971|ref|NC_002754.1|	925903	925904	.	+	19.99876	6.727016	20.8586733333333	10.112536	14.21006	9.318812	9.65169333333333	3.87976	10.3557866666667	3.971924	9.96168666666667	5.279	1.88901333333333	1.724928	6.84086666666667	3.038764	-1.57187195544286	-1.38252722728586	-1.04450256299485	-0.916125367411582	-0.60869469508083	-0.131096741023454	-1.47719959136436	-0.980313965203218	-0.369895718052142	0.133886941261741	0.090776385546644	0.337712751994791	925901	6.98584	4.85474	925908	3.62923	3.14347	925904	925904	927847	927868	+	-	SSO1069	amino acid transporter	591	1516	563	730	0.04881943	0.995506566	0.855237094	1	1	1	-1.359039718	0.070023208	-0.374761542	0	SSO1069	SSO1069	Amino acid transporter	27216	35736	755505	1413419	411	557	56258	34596	1240400	1036116	647	585	50706	55833	44483	3138710	2680726	3001091	625	1512	0.367813923455937	0.97863653309259	0.692173189140661	1	0.0243252532338352	0.0494608186263416
ID_734	gi|15896971|ref|NC_002754.1|	965724	965725	.	-	10.2207533333333	4.453136	9.82988	5.826828	6.82511333333333	6.386324	4.16593333333333	2.046496	9.97003333333333	4.051732	9.18376666666667	5.508148	1.61646	1.670448	5.73812666666667	2.360348	-1.19860795795623	-1.29905957719224	-0.754463079790632	-0.737518663532248	-0.0958672550691846	0.0473972653842825	-1.24883376757423	-0.74599087166144	-0.0242349948424511	0.0710300211429515	0.0119815116395508	0.101303313916085	965715	4.14293	4.21349	965721	3.78636	3.45194	965713	965712	964453	964378	-	-	SSO1119	hypothetical protein	1127	1209	605	718	0.913217669	1	1	1	1	1	-0.101326729	0.897480468	-0.247048702	13	SSO1119	SSO1119	hypothetical protein	15415	27363	427915	1082256	430	599	71248	41570	1570904	1244977	1241	1117	29046	29350	20056	1797982	1409216	1353100	501	1206	0.942715080030299	1	0.630547947128953	1	0.476138949585192	0.881749286174125
ID_737	gi|15896971|ref|NC_002754.1|	968844	968845	.	+	62.6765333333333	41.00196	71.9896666666667	65.42076	53.77796	60.79524	38.9424666666667	22.9744	32.21962	16.02168	34.2249066666667	24.01228	4.03877	3.722516	30.1152666666667	11.63808	-0.61223250997623	-1.0079140452427	-0.138041318779197	-0.511274211164323	0.176943342004441	-0.117637939971397	-0.810073277609465	-0.32465776497176	0.0296527010165224	0.279789096777225	0.263915509167391	0.208300422095741	968854	10.68773	8.18041	968859	6.69887	5.42369	968854	968854	969285	969296	+	-	SSO1126	hypothetical protein	477	9875	1001	387	0	3.46e-05	1	4.7e-16	0	0.021674262	-4.371719577	-1.069380803	1.371036503	9	SSO1126	SSO1126	hypothetical protein	9092	15271	252386	604002	715	991	8936	7074	197035	211875	513	473	74594	92089	55218	4617350	4421476	3725331	4134	9848	2.94000796405526e-06	3.76635588152429e-05	5.71880429164818e-17	2.6374278162816e-16	0	0
ID_738	gi|15896971|ref|NC_002754.1|	969597	969598	.	+	45.8182	14.389	49.373	18.711	50.174	19.91188	69.3029333333333	7.697316	22.1899333333333	5.300928	25.2245333333333	7.079856	4.32986666666667	1.752588	44.2432666666667	4.616456	-1.67095445065706	-2.06558848274703	-1.39983564396214	-1.83303565681566	-1.3333105170573	-1.30483571360135	-1.86827146670205	-1.6164356503889	-1.31907311532932	0.279048400177805	0.306318666698826	0.0201347266166535	969610	7.10144	3.97859	969605	3.88549	2.6001	969608	969608	970450	970450	+	hdrC-1	SSO1127	heterodisulfide reductase subunit C (hdrC-1)	64	988	216	79	0	1.99e-21	0.198333834	5.12e-05	5.52e-162	0.000554	-3.948367232	-1.754887502	1.451106754	10	SSO1127	SSO1127	Heterodisulfide reductase, subunit C (hdrC-1)	4985	5621	138401	222339	159	213	2360	1866	52043	55913	69	64	14341	18572	10581	887702	891724	713894	415	985	2.58603014984593e-22	1.64292078703477e-20	1.31370182144428e-05	4.19441412323697e-05	0	0
ID_739	gi|15896971|ref|NC_002754.1|	970649	970650	.	+	44.5076	13.83256	49.4048666666667	21.78624	33.033	22.05076	94.1108666666667	8.890216	30.1026666666667	11.7056	33.9928	17.63632	4.37098	3.149768	54.3230666666667	9.109908	-1.68598352628545	-1.36269240952582	-1.18123593368892	-0.946679643015768	-0.583079618175771	-0.472711207831057	-1.52433796790563	-1.06395778835234	-0.527895413003414	0.228601340958103	0.165856343704946	0.0780422513835269	970668	12.84525	10.53178	970672	6.32131	5.36319	970658	970658	971971	971971	+	hdrB-1	SSO1129	heterodisulfite reductase subunit B (hdrB-1)	28	1561	90	24	0	1.81e-23	1	1.19e-136	0	4.48e-08	-5.8008999	-1.684498174	1.906890596	8	SSO1129	SSO1129	Heterodisulfite reductase, subunit B (hdrB-1)	1689	4756	46891	188128	62	89	1841	1079	40610	32341	30	27	39519	44848	22837	2446225	2153295	1540731	656	1557	4.14219909636025e-27	3.90747448089984e-25	4.27019634893717e-138	4.47579839536748e-137	0	0
ID_753	gi|15896971|ref|NC_002754.1|	991958	991959	.	+	20.1687333333333	3.062848	20.857	4.348012	17.4760466666667	4.214996	15.3224	2.263728	11.17534	1.702328	9.47811333333333	2.216872	1.89378	1.1708204	9.39641333333333	2.04974	-2.71917480334564	-2.71473778128175	-2.26210383327692	-2.09607443909288	-2.05177569618606	-0.69374895484443	-2.7169562923137	-2.1790891361849	-1.37276232551524	0.003137448389651	0.117400510503829	0.960269917835334	991960	10.42618	6.48824	991958	4.38885	4.1811	NA	991959	993335	NA	+	-	SSO1151	hypothetical protein	12	15	18	13	1	1	1	1	1	1	-0.321928095	-0.584962501	0.469485283	0	SSO1151	SSO1151	hypothetical protein	886	660	24597	26105	14	18	778	584	17174	17516	13	12	366	480	269	22693	23073	18185	6	15	2.32408931431e-05	1	0.00206202512964098	1	0.152529945870312	1
ID_768	gi|15896971|ref|NC_002754.1|	1016707	1016708	.	+	6.60484	0.8309048	4.24209333333333	0.8612144	2.03569333333333	0.962722	4.93468	0.7555764	4.83986	0.785094	3.22953333333333	0.9219912	1.12696666666667	0.8511096	6.02706	0.7961076	-2.99076851671383	-2.62402801143435	-2.30033201547427	-1.80850082500415	-1.08032907912691	-0.405028014955554	-2.80739826407409	-2.05441642023921	-0.742678547041231	0.259324698218903	0.347777169980474	0.477509961818057	1016673	5.976	5.08767	1016657	5.45071	3.02845	1016716	1016716	1018521	1018529	+	-	SSO1175	hypothetical protein	847	260	336	489	3.36e-09	0.774621205	0.783791485	0.111433136	0.003834225	1	1.703850346	1.333900737	-0.541373232	8	SSO1175	SSO1175	hypothetical protein	19563	16671	543060	659385	255	332	85592	38348	1887160	1148493	951	840	9168	9323	5842	567519	447638	394154	108	260	0.264142852749166	0.760662997787376	0.0459225946459041	0.115195033950604	1.69500163603086e-09	4.40078406419022e-09
ID_771	gi|15896971|ref|NC_002754.1|	1021931	1021932	.	-	5.14239333333333	0.667552	3.40782666666667	0.5983804	2.05892	0.77084	5.98668666666667	0.8255884	10.4131333333333	0.8853836	8.43016666666667	0.9940688	1.64562666666667	1.0666132	16.7828733333333	1.1194724	-2.94548783653658	-3.55595778307729	-2.50971713167387	-3.08414354391631	-1.41738443246217	-0.625599989922457	-3.25072280980693	-2.79693033779509	-1.02149221119231	0.431667438909523	0.40618081138929	0.559876148557841	1021967	5.88353	5.75091	1021965	4.67764	5.22467	1021932	1021932	1021402	1021335	-	-	SSO1178	hypothetical protein	131	49	207	156	9.03e-16	0.000781	0.32891091	2.66e-51	7.04e-26	0.618499273	1.418713157	-0.660063956	0.408084739	0	SSO1178	SSO1178	hypothetical protein	5094	1930	141413	76336	168	205	2749	2592	60619	77628	139	130	395	523	419	24485	25129	28273	20	48	0.000120982479924722	0.00108535579252352	6.79244917610937e-52	4.77311383413735e-51	2.45580686127359e-16	7.53194754595534e-16
ID_828	gi|15896971|ref|NC_002754.1|	1096401	1096402	.	+	12.2811533333333	1.975836	8.90463333333333	2.300624	4.58814	2.36036	17.4029333333333	1.912536	11.0776266666667	3.288968	9.74571333333333	3.836476	1.66991533333333	1.480676	9.45644666666667	2.860788	-2.63591094254398	-1.75194194669626	-1.9525309890814	-1.34498605699414	-0.958902498705967	-0.173518972106796	-2.19392644462012	-1.64875852303777	-0.566210735406382	0.62506047132259	0.429599141354423	0.555350017490479	1096407	7.03712	5.11063	1096402	5.14881	4.16516	1096402	1096402	1099122	1099122	+	-	SSO1273	hypothetical protein	1734	656	975	1182	1.84e-07	1	1	0.019243385	0.001464372	1	1.402336179	0.830629775	-0.277755912	0	SSO1273	SSO1273	hypothetical protein	57018	92841	1582760	3671942	698	965	274812	110128	6059122	3298237	1961	1719	31811	36212	24294	1969134	1738654	1639059	273	655	0.359277615141032	0.963334380649468	0.0070936214566347	0.0189711714729414	6.97907267359624e-08	1.72838927867185e-07
ID_835	gi|15896971|ref|NC_002754.1|	1113842	1113843	.	+	42.8076666666667	7.558136	38.2303333333333	9.66954	30.774	11.8486	105.0484	3.3052	22.4206666666667	5.147572	19.7004	6.571004	3.16293333333333	1.937516	41.6568666666667	3.113556	-2.50176681657645	-2.12286516721323	-1.98319861473808	-1.58403919722859	-1.3769953730785	-0.707054923592308	-2.31231599189484	-1.78361890598333	-1.0420251483354	0.267923925667497	0.282248330895429	0.473719434822848	1113847	7.77519	5.48572	1113855	2.77885	2.42924	1113843	1113843	1116323	1116359	+	-	SSO1288	hypothetical protein	227	12178	467	240	0	0.006882038	0.814724959	3.28e-102	0	0.771912755	-5.74544111	-1.040730252	0.960388144	0	SSO1288	SSO1288	hypothetical protein	20009	44093	555447	1743929	327	463	33442	12804	737348	383494	258	225	553066	600785	405069	34234452	28845285	27328279	5056	12146	0.000950947107827597	0.00678967510703511	2.92438897477941e-107	2.70941157097866e-106	0	0
ID_839	gi|15896971|ref|NC_002754.1|	1121785	1121786	.	-	8.66167333333333	1.96116	8.52522	3.03968	4.74518	3.003236	15.6611733333333	1.34714	10.8325266666667	2.59024	9.06234666666667	3.763956	1.600164	1.282912	13.0051	1.82444	-2.14293852188226	-2.06421210527008	-1.48781761145654	-1.26763491676418	-0.659944965294425	-0.318797560104436	-2.10357531357617	-1.37772626411036	-0.48937126269943	0.0556679830449875	0.155692676516891	0.241227643594036	1121786	3.67803	6.68009	1121783	3.13253	5.50269	1121786	1121786	1121211	1121146	-	-	SSO1292	hypothetical protein	29	705	127	33	0	6.24e-57	1	1.18e-11	0	3.49e-10	-4.603498452	-2.130703692	1.944290567	0	SSO1292	SSO1292	hypothetical protein	2122	2185	58918	86433	95	126	720	583	15893	17473	31	28	6712	7793	6304	415476	374198	425308	290	703	9.92885615646867e-59	1.71714051194928e-56	2.72795998828494e-12	1.13379698845541e-11	0	0
ID_841	gi|15896971|ref|NC_002754.1|	1123602	1123603	.	+	22.9463333333333	1.5133908	20.62184	1.6743068	13.68008	1.8718	85.9332666666667	2.101224	25.4780666666667	2.905148	25.2701	3.682072	3.64700666666667	1.372084	67.7252	3.38686	-3.92240715413834	-3.1325722394439	-3.62253724737368	-2.77884163055854	-2.8695784692981	-1.41034402982392	-3.52748969679112	-3.20068943896611	-2.13996124956101	0.55849762419834	0.596582891907351	1.03183456749315	1123616	7.34908	8.33085	1123618	4.6211	5.28234	1123604	1123604	1124347	1124347	+	-	SSO1294	hypothetical protein	19	579	93	26	0	3.08e-66	1	1.22e-15	0	7.78e-09	-4.929492025	-2.291231298	1.838719093	1	SSO1294	SSO1294	hypothetical protein	1538	2384	42707	94295	66	92	652	481	14376	14421	21	19	6653	10356	5649	411847	497239	381172	245	578	1.34689175646002e-68	2.79524935857337e-66	2.47956732067336e-16	1.13346447419327e-15	0	0
ID_901	gi|15896971|ref|NC_002754.1|	1212543	1212544	.	+	4.89252666666667	0.688896	3.55191333333333	0.4902584	1.65643333333333	0.624838	12.1171133333333	1.0281512	4.85266666666667	0.5736304	3.38319333333333	0.5027336	1.09403133333333	0.6865276	12.0528533333333	1.1038612	-2.82822160795186	-3.08058437574369	-2.85698212574467	-2.75051960329878	-1.4065260404099	-0.672264431538193	-2.95440299184778	-2.80375086452172	-1.03939523597405	0.178447424424609	0.0752803715637149	0.519201362798131	1212543	3.4904	2.83171	1212542	2.1828	2.3945	1212563	1212563	1213678	1213678	+	-	SSO1376	hypothetical protein	4	59	9	3	1	1	1	1	1	1	-3.882643049	-1.169925001	1.584962501	19	SSO1376	SSO1376	hypothetical protein	267	353	7419	13971	7	9	188	159	4152	4773	4	3	1078	1589	801	66758	76337	54061	25	58	1.36773446569316e-13	1	1.5705165611899e-20	1	0	1
ID_943	gi|15896971|ref|NC_002754.1|	1295950	1295951	.	-	6.68322666666667	1.870648	6.26028	2.927108	4.18391333333333	3.005512	16.5982066666667	1.50246	7.44922	2.102952	7.33240666666667	3.1802	1.441906	1.239716	11.9503533333333	2.155688	-1.83700669304268	-1.8246734495526	-1.09675120809903	-1.20516930401174	-0.477242187267064	-0.217967457140913	-1.83084007129764	-1.15096025605539	-0.347604822203988	0.00872092010586545	0.0766631708232042	0.183334919862513	1295955	4.39458	4.16508	1295951	2.71242	2.74241	1295951	1295951	1295499	NA	-	-	SSO1443	hypothetical protein	164	315	442	152	0.000128	4.28e-12	1	0.002891885	0.06307234	0.000104	-0.941656014	-1.430350555	1.539975046	0	SSO1443	SSO1443	hypothetical protein	5994	5830	166394	230590	331	438	3087	2650	68066	79368	175	162	2290	3089	2036	141774	148316	137410	131	314	5.06617454746701e-13	1.6958065985231e-11	0.00125703286702003	0.00356388280057682	7.73113832369062e-05	0.000173769195679775
ID_973	gi|15896971|ref|NC_002754.1|	1347399	1347400	.	-	5.62558	2.00788	4.82088	2.582516	3.13171333333333	2.309012	5.57978	1.114546	6.95779333333333	2.314832	6.13914666666667	3.109684	1.67254	1.405196	4.68219333333333	1.505068	-1.4863287966723	-1.58772233433522	-0.900519231671128	-0.981270152854303	-0.4396764882887	-0.251269339436588	-1.53702556550376	-0.940894692262715	-0.345472913862644	0.0716960580499473	0.0570995239556837	0.133223972577352	1347394	3.66524	3.63644	1347399	2.82964	3.5013	1347400	1347400	1346285	1346161	-	-	SSO1491	hypothetical protein	167	171	178	151	1	0.161235488	1	0.091218913	0.8445935	1	-0.034148222	-0.092029138	0.237328692	0	SSO1491	SSO1491	hypothetical protein	6057	5689	168145	225041	133	176	8473	6140	186829	183907	181	166	2899	3788	3115	179451	181874	210218	70	170	0.0370406011045975	0.156031652555632	0.0389858467242949	0.0984289869040795	0.95413186592949	1
ID_978	gi|15896971|ref|NC_002754.1|	1350710	1350711	.	+	25.35768	4.05982	24.9095666666667	4.980216	15.1498333333333	5.01976	56.696	4.551896	26.09226	6.871032	24.8321666666667	9.356756	3.30292	1.953396	32.4694666666667	9.022716	-2.64293508861862	-1.92502320250833	-2.32241970352333	-1.40812980836161	-1.59361162820658	-0.757757578942871	-2.28397914556347	-1.86527475594247	-1.17568460357472	0.507640362963005	0.646500584839186	0.591038066316602	1350712	8.14867	7.39653	1350721	5.30317	4.95967	1350727	1350854	1351189	1351191	+	-	SSO1497	transposon ISC1778 Orf1	98	1292	349	89	0	2.03e-27	1	0.00044	2.31e-244	2.91e-10	-3.720680511	-1.832373382	1.971349795	143	SSO1497	SSO1497	First ORF in transposon ISC1778	2621	4031	72756	159447	251	345	1375	1182	30329	35419	105	97	7832	9074	5617	484856	435667	379001	539	1289	1.34121892885546e-31	1.49114804483109e-29	0.000135945530480008	0.000411271561112017	0	0
ID_1029	gi|15896971|ref|NC_002754.1|	1430038	1430039	.	+	12.3280533333333	2.005456	9.60223333333333	2.224888	4.75254666666667	2.3082	30.7580666666667	1.8255	11.4999333333333	3.090376	9.73106	4.138532	1.70036666666667	1.358084	16.5567733333333	3.32638	-2.61994278966145	-1.89577121389231	-2.10963728057376	-1.2334778530128	-1.04193255772597	-0.324273166637625	-2.25785700177688	-1.67155756679328	-0.6831028621818	0.51206663196891	0.619538272628878	0.50746182202078	1430050	7.70688	5.31442	1430054	3.18915	3.19545	1430039	1430039	1430932	1430932	+	-	SSO1583	hypothetical protein	432	1016	307	610	0.000494	1	0.22805215	0.035167548	1	0.849975142	-1.233797185	0.492792657	-0.990570587	0	SSO1583	SSO1583	hypothetical protein	10297	6511	285835	257528	239	303	16155	13666	356189	409301	462	428	15359	17815	13519	950757	855353	912130	420	1013	0.680121127825889	1	0.0153732706073421	0.0400476915486661	0.00024881823897033	0.000548174931291321
ID_1071	gi|15896971|ref|NC_002754.1|	1486405	1486406	.	+	9.28621333333333	0.858994	6.19719333333333	0.958866	2.9215	1.1656216	10.9343266666667	1.4641984	11.1172266666667	1.3284884	7.90951333333333	1.7369444	1.20125866666667	1.1313936	11.5758866666667	2.945592	-3.43437046508834	-3.0649393985759	-2.69221385654809	-2.18703735566181	-1.32560977210407	-0.0864459244174096	-3.24965493183212	-2.43962560610495	-0.706027848260738	0.261227212311927	0.35721372947278	0.87622115970045	1486412	12.46542	9.89457	1486417	5.85875	6.32204	1486446	1486446	1486649	NA	+	-	SSO8549	hypothetical protein	19	43	54	26	1	1	1	1	1	1	-1.178337241	-1.506959989	1.054447784	40	SSO8549	SSO8549	hypothetical protein	336	318	9348	12609	40	53	149	154	3292	4619	20	19	125	227	114	7748	10902	7754	18	43	8.11506555842219e-19	1	0.000899468676678609	1	9.85374734885259e-09	1
ID_1085	gi|15896971|ref|NC_002754.1|	1506151	1506152	.	+	7.41494666666667	0.9187528	4.66192	0.7784828	2.62022	0.7303564	7.39338666666667	0.921946	10.65334	2.154676	8.03334666666667	2.35946	1.60506666666667	1.245308	11.41616	2.367916	-3.01268766914729	-2.30576295859189	-2.58218717809039	-1.76754442150663	-1.84301540039917	-0.366130615288874	-2.65922531386959	-2.17486579979851	-1.10457300784402	0.499871256622063	0.576039417424881	1.04431524658272	1506158	8.04273	8.31354	1506159	3.79173	5.75846	1506159	1506159	1508567	1508567	+	-	SSO1653	hypothetical protein	76	196	36	60	1.82e-08	0.89364859	1	8.54e-10	1.12e-05	1	-1.366782331	1.078002512	-0.736965594	7	SSO1653	SSO1653	Helicase of the snf2/rad54 family (amino end	2571	2623	71385	103772	27	36	9543	5130	210421	153642	84	75	7927	10411	6282	490711	499899	423846	82	195	0.319438703756682	0.876134524048062	1.57109934829627e-10	6.14426164729432e-10	5.28243322203628e-09	1.360150092655e-08
ID_1220	gi|15896971|ref|NC_002754.1|	1675591	1675592	.	-	5.35489333333333	0.966558	3.42886	1.0707892	1.64004466666667	0.9560416	6.27082	1.0615476	5.97286666666667	1.369384	3.57060666666667	1.463972	1.22841933333333	1.1260612	4.21415333333333	1.636932	-2.46992962595223	-2.12489645553999	-1.67905450727099	-1.28628125645899	-0.778589806907573	-0.125517885094338	-2.29741304074611	-1.48266788186499	-0.452053846000956	0.243975294532791	0.277732629117852	0.46179158451667	1675588	4.64512	5.44258	1675587	3.42853	4.73864	1675590	1675590	1674961	1674961	-	-	SSO1857	hypothetical protein	14	8	24	16	1	1	1	1	1	1	0.807354922	-0.777607579	0.584962501	2	SSO1857	SSO1857	hypothetical protein	646	330	17945	13083	19	24	358	330	7904	9899	15	14	72	104	83	4475	4997	5615	3	7	5.7457063824561e-08	1	6.26342568392129e-21	1	0.000929262446098574	1
ID_1254	gi|15896971|ref|NC_002754.1|	1710355	1710356	.	-	13.3513066666667	1.7995388	11.65754	1.635008	8.16451333333333	1.667796	31.2088	1.763856	10.6802533333333	2.150636	9.35636666666667	2.408584	1.98997866666667	1.153328	17.5260266666667	3.11424	-2.89128182883346	-2.3121105967089	-2.83389378006478	-1.95776316140524	-2.29142405955311	-0.786950098905269	-2.60169621277118	-2.39582847073501	-1.53918707922919	0.409535905703438	0.619517901659329	1.06382373969267	1710342	5.35157	3.96263	1710339	3.4155	2.89319	1710356	1710356	1709631	NA	-	-	SSO1894	hypothetical protein	53	81	66	79	0.012037457	1	0.006966816	0.556200831	0.320950753	1	-0.611929548	-0.316473665	-0.259386629	0	SSO1894	SSO1894	hypothetical protein	1619	1261	44958	49889	50	65	1731	1270	38178	38056	57	52	1033	1213	822	63990	58273	55483	34	81	0.00143318127137408	1	0.261333456762214	0.585695501008475	0.00294952154874705	0.00625467342046973
ID_1321	gi|15896971|ref|NC_002754.1|	1783113	1783114	.	-	27.7812666666667	2.0124776	22.5299	1.8665964	10.4983266666667	2.2676112	79.4016	3.152744	28.3171333333333	3.787396	25.7804933333333	5.188108	2.6221	1.570892	59.595	8.770632	-3.78706774902352	-2.90239704395646	-3.59335898674286	-2.31299945389088	-2.21091418931783	-0.739138709526255	-3.34473239648999	-2.95317922031687	-1.47502644942204	0.625556654670006	0.905350908036475	1.0407024221447	1783103	12.49236	11.99827	1783102	6.12269	6.51442	1783108	1783108	1782833	NA	-	-	SSO9378	hypothetical protein	10	102	17	13	4.01e-270	1	1	3.6e-18	1.61e-36	1	-3.350497247	-0.765534746	0.387023123	6	SSO9378	SSO9378	hypothetical protein	160	122	4467	4844	13	16	131	94	2895	2820	11	10	435	824	274	26957	39573	18500	44	102	7.83816016234164e-06	1	2.19921678573482e-21	1.11138991136242e-20	0	0
ID_1346	gi|15896971|ref|NC_002754.1|	1823351	1823352	.	+	4.93013333333333	0.9738344	2.59922666666667	0.7109836	1.12648333333333	0.7599696	5.02964666666667	1.2814108	6.34094	1.1127952	3.64490666666667	1.0195972	1.39866666666667	0.975122	8.21238666666667	1.547744	-2.33987829541219	-2.51050862367098	-1.87019426291104	-1.83788255606814	-0.56781235390227	-0.520397542671369	-2.42519345954159	-1.85403840948959	-0.54410494828682	0.120653862187874	0.0228478270203252	0.0335273345500501	1823376	3.33907	3.60275	1823354	2.54875	2.5346	1823352	1823352	1825286	NA	+	huyA-2	SSO2008	N-methylhydantoinase A	23	5	24	19	1	1	1	1	1	1	2.201633861	-0.061400545	0.337034987	0	SSO2008	SSO2008	N-methyl hydantoinase A (huyA-2)	1444	1387	40110	54892	18	24	2210	1396	48730	41824	25	23	168	265	149	10430	12729	10072	2	5	0.0362834756740791	1	2.3160188711808e-59	1	3.4766961222926e-50	1
ID_1363	gi|15896971|ref|NC_002754.1|	1843136	1843137	.	+	9.70575333333333	0.9353508	7.95670666666667	1.1986548	4.20692	1.464644	25.2946666666667	1.6306	9.68342666666667	2.04116	7.35104	2.45006	1.46888666666667	1.2874	20.8986666666667	3.333664	-3.37526074596385	-2.24612838817304	-2.73075517578858	-1.58513129184687	-1.52221434143819	-0.190262713734127	-2.81069456706845	-2.15794323381772	-0.856238527586157	0.798417147051033	0.810078417024453	0.941832028162001	1843132	5.69508	6.67467	1843139	4.12304	4.59278	1843119	1843119	1843757	1843779	+	-	SSO2029	hypothetical protein	11	55	12	24	1	1	1	1	1	1	-2.321928095	-0.125530882	-1	18	SSO2029	SSO2029	hypothetical protein	232	233	6451	9229	9	12	293	253	6462	7597	12	11	597	762	492	37010	36625	33248	24	57	0.00822160571937049	1	2.19291062137497e-09	1	3.02676422909342e-75	1
ID_1400	gi|15896971|ref|NC_002754.1|	1896653	1896654	.	-	5.41797333333333	1.468236	4.81331333333333	1.629892	3.68524	1.609468	3.62014666666667	1.10906	5.46355333333333	1.442952	5.30562	1.943376	1.43188666666667	1.2098632	5.04692666666667	1.532744	-1.88366941133126	-1.92081623336113	-1.56225397012173	-1.448956293014	-1.19517468446465	-0.243073378030989	-1.9022428223462	-1.50560513156787	-0.719124031247819	0.0262667697568489	0.0801135557755601	0.673237290155812	1896651	4.60349	3.91947	1896649	2.78408	2.54677	1896686	1896651	1896115	1895959	-	-	SSO2081	hypothetical protein	128	87	155	159	0.015455049	0.0353163	0.234750753	1.25e-06	2.55e-06	1	0.557056504	-0.276124405	-0.03675855	3	SSO2081	SSO2081	hypothetical protein	3446	1764	95658	69803	123	154	2866	2468	63205	73929	137	127	760	1010	671	47053	48519	45323	36	87	0.00787643419485805	0.0412089741993162	4.02656890527149e-07	1.37141236346938e-06	0.00659124155327819	0.0137489253183043
ID_1401	gi|15896971|ref|NC_002754.1|	1897189	1897190	.	-	8.06782666666667	3.53782	7.3261	3.21232	5.01568666666667	3.014184	8.27914	1.991016	8.18824	3.144032	7.53888	3.321288	1.56594666666667	1.401956	7.13426666666667	2.30046	-1.18931944136437	-1.38093748740509	-1.18942977750839	-1.1826073788665	-0.734679736291478	-0.159594006385976	-1.28512846438473	-1.18601857818744	-0.447136871338727	0.135494419753103	0.00482416434363599	0.406647019379796	1897162	3.19697	3.29457	1897172	2.4389	2.51002	1897190	1897190	1896687	1896687	-	-	SSO2083	hypothetical protein	277	416	570	486	0.073640769	1.27e-05	0.002961829	0.005143819	0.069056257	1	-0.586697552	-1.041075943	0.230005605	0	SSO2083	SSO2083	hypothetical protein	10587	6946	293898	274742	442	564	5505	5195	121384	155603	294	274	3322	4101	3333	205643	196926	224912	171	415	7.86108780161432e-07	1.10410477587942e-05	0.00239847557345667	0.00663095422750498	0.0287121400234186	0.0580772526919441
