as.character(peaks$V1)	start	end	peak	peak_rep1	peak_rep2	fold_rep1	fold_rep2
gi|15896971|ref|NC_002754.1|	290971	290972	TFEb.expon.peak175	TFEb.expon_r1_peak_209	TFEb.expon_r2_peak_209	10.72877	10.22546
gi|15896971|ref|NC_002754.1|	294879	294880	TFEb.expon.peak176	TFEb.expon_r1_peak_211	TFEb.expon_r2_peak_211	5.40706	5.6722
gi|15896971|ref|NC_002754.1|	297751	297752	TFEb.expon.peak177	TFEb.expon_r1_peak_213	TFEb.expon_r2_peak_212	2.44517	2.56649
gi|15896971|ref|NC_002754.1|	299575	299576	TFEb.expon.peak178	TFEb.expon_r1_peak_214	TFEb.expon_r2_peak_213	3.19748	2.86008
gi|15896971|ref|NC_002754.1|	300269	300270	TFEb.expon.peak179	TFEb.expon_r1_peak_215	TFEb.expon_r2_peak_214a	2.15458	2.20314
gi|15896971|ref|NC_002754.1|	301059	301060	TFEb.expon.peak180	TFEb.expon_r1_peak_216	TFEb.expon_r2_peak_215	3.3654	3.49624
gi|15896971|ref|NC_002754.1|	301514	301515	TFEb.expon.peak181	TFEb.expon_r1_peak_217	TFEb.expon_r2_peak_216	6.86542	6.23837
gi|15896971|ref|NC_002754.1|	305268	305269	TFEb.expon.peak182	TFEb.expon_r1_peak_220	TFEb.expon_r2_peak_219	2.85493	2.5496
gi|15896971|ref|NC_002754.1|	305567	305568	TFEb.expon.peak183	TFEb.expon_r1_peak_221	TFEb.expon_r2_peak_220	4.35952	4.3015
gi|15896971|ref|NC_002754.1|	306471	306472	TFEb.expon.peak184	TFEb.expon_r1_peak_222	TFEb.expon_r2_peak_221	12.58725	13.78991
gi|15896971|ref|NC_002754.1|	307155	307156	TFEb.expon.peak185	TFEb.expon_r1_peak_223a	TFEb.expon_r2_peak_222b	3.73573	3.85519
gi|15896971|ref|NC_002754.1|	309515	309516	TFEb.expon.peak186	TFEb.expon_r1_peak_225	TFEb.expon_r2_peak_223	2.33519	2.43512
gi|15896971|ref|NC_002754.1|	312733	312734	TFEb.expon.peak187	TFEb.expon_r1_peak_228	TFEb.expon_r2_peak_225	1.56744	1.59744
gi|15896971|ref|NC_002754.1|	314969	314970	TFEb.expon.peak188	TFEb.expon_r1_peak_230	TFEb.expon_r2_peak_227	1.95768	2.10343
gi|15896971|ref|NC_002754.1|	315293	315294	TFEb.expon.peak189	TFEb.expon_r1_peak_231	TFEb.expon_r2_peak_228	3.20739	2.8666
gi|15896971|ref|NC_002754.1|	320194	320195	TFEb.expon.peak190	TFEb.expon_r1_peak_235	TFEb.expon_r2_peak_231	2.86715	2.95727
gi|15896971|ref|NC_002754.1|	322482	322483	TFEb.expon.peak191	TFEb.expon_r1_peak_236	TFEb.expon_r2_peak_232	4.54323	6.28452
gi|15896971|ref|NC_002754.1|	330601	330602	TFEb.expon.peak192	TFEb.expon_r1_peak_237	TFEb.expon_r2_peak_233	3.45753	3.52348
gi|15896971|ref|NC_002754.1|	331720	331721	TFEb.expon.peak193	TFEb.expon_r1_peak_238	TFEb.expon_r2_peak_234	2.06766	2.10986
gi|15896971|ref|NC_002754.1|	332737	332738	TFEb.expon.peak194	TFEb.expon_r1_peak_239	TFEb.expon_r2_peak_235	2.39856	2.29598
gi|15896971|ref|NC_002754.1|	333447	333448	TFEb.expon.peak195	TFEb.expon_r1_peak_240a	TFEb.expon_r2_peak_236a	6.07511	5.35155
gi|15896971|ref|NC_002754.1|	333729	333730	TFEb.expon.peak196	TFEb.expon_r1_peak_240b	TFEb.expon_r2_peak_236b	7.82631	8.33504
gi|15896971|ref|NC_002754.1|	338927	338928	TFEb.expon.peak197	TFEb.expon_r1_peak_241	TFEb.expon_r2_peak_237	5.16766	5.6967
gi|15896971|ref|NC_002754.1|	341918	341919	TFEb.expon.peak198	TFEb.expon_r1_peak_242	TFEb.expon_r2_peak_238	4.45487	3.47761
gi|15896971|ref|NC_002754.1|	343855	343856	TFEb.expon.peak199	TFEb.expon_r1_peak_243	TFEb.expon_r2_peak_239	9.02168	11.29781
gi|15896971|ref|NC_002754.1|	346628	346629	TFEb.expon.peak200	TFEb.expon_r1_peak_244	TFEb.expon_r2_peak_240	2.75212	2.83897
gi|15896971|ref|NC_002754.1|	348374	348375	TFEb.expon.peak201	TFEb.expon_r1_peak_245	TFEb.expon_r2_peak_241	5.22242	5.28787
gi|15896971|ref|NC_002754.1|	351540	351541	TFEb.expon.peak202	TFEb.expon_r1_peak_246	TFEb.expon_r2_peak_242	4.64105	4.31593
gi|15896971|ref|NC_002754.1|	352889	352890	TFEb.expon.peak203	TFEb.expon_r1_peak_247	TFEb.expon_r2_peak_243	4.33347	4.74604
gi|15896971|ref|NC_002754.1|	353741	353742	TFEb.expon.peak204	TFEb.expon_r1_peak_248b	TFEb.expon_r2_peak_244b	2.78696	3.41353
gi|15896971|ref|NC_002754.1|	354583	354584	TFEb.expon.peak205	TFEb.expon_r1_peak_249	TFEb.expon_r2_peak_245	8.58825	8.55958
gi|15896971|ref|NC_002754.1|	355979	355980	TFEb.expon.peak206	TFEb.expon_r1_peak_251	TFEb.expon_r2_peak_247	3.88323	4.60445
gi|15896971|ref|NC_002754.1|	357765	357766	TFEb.expon.peak207	TFEb.expon_r1_peak_253	TFEb.expon_r2_peak_248	4.58499	4.14726
gi|15896971|ref|NC_002754.1|	358681	358682	TFEb.expon.peak208	TFEb.expon_r1_peak_254	TFEb.expon_r2_peak_249	3.57554	4.51374
gi|15896971|ref|NC_002754.1|	361035	361036	TFEb.expon.peak209	TFEb.expon_r1_peak_256	TFEb.expon_r2_peak_251	3.62295	3.39884
gi|15896971|ref|NC_002754.1|	362299	362300	TFEb.expon.peak210	TFEb.expon_r1_peak_257	TFEb.expon_r2_peak_252	2.3483	2.43748
gi|15896971|ref|NC_002754.1|	362654	362655	TFEb.expon.peak211	TFEb.expon_r1_peak_258	TFEb.expon_r2_peak_253	2.30731	2.59622
gi|15896971|ref|NC_002754.1|	363147	363148	TFEb.expon.peak212	TFEb.expon_r1_peak_259	TFEb.expon_r2_peak_254	5.44693	5.63544
gi|15896971|ref|NC_002754.1|	365867	365868	TFEb.expon.peak213	TFEb.expon_r1_peak_260	TFEb.expon_r2_peak_255	2.23331	2.42223
gi|15896971|ref|NC_002754.1|	369400	369401	TFEb.expon.peak214	TFEb.expon_r1_peak_261a	TFEb.expon_r2_peak_256a	1.9958	2.13101
gi|15896971|ref|NC_002754.1|	370938	370939	TFEb.expon.peak215	TFEb.expon_r1_peak_262	TFEb.expon_r2_peak_257	11.87399	9.59757
gi|15896971|ref|NC_002754.1|	371624	371625	TFEb.expon.peak216	TFEb.expon_r1_peak_263	TFEb.expon_r2_peak_258	7.37772	9.07475
gi|15896971|ref|NC_002754.1|	372740	372741	TFEb.expon.peak217	TFEb.expon_r1_peak_264	TFEb.expon_r2_peak_259	2.5962	2.55575
gi|15896971|ref|NC_002754.1|	374341	374342	TFEb.expon.peak218	TFEb.expon_r1_peak_265	TFEb.expon_r2_peak_260	3.76786	4.18298
gi|15896971|ref|NC_002754.1|	377787	377788	TFEb.expon.peak219	TFEb.expon_r1_peak_266a	TFEb.expon_r2_peak_261a	5.40182	5.07836
gi|15896971|ref|NC_002754.1|	378133	378134	TFEb.expon.peak220	TFEb.expon_r1_peak_266b	TFEb.expon_r2_peak_261b	7.2352	7.31249
gi|15896971|ref|NC_002754.1|	380617	380618	TFEb.expon.peak221	TFEb.expon_r1_peak_269a	TFEb.expon_r2_peak_264a	6.58281	6.84202
gi|15896971|ref|NC_002754.1|	382624	382625	TFEb.expon.peak222	TFEb.expon_r1_peak_271	TFEb.expon_r2_peak_265	2.72513	3.18352
gi|15896971|ref|NC_002754.1|	384003	384004	TFEb.expon.peak223	TFEb.expon_r1_peak_272	TFEb.expon_r2_peak_266	2.50097	2.85427
gi|15896971|ref|NC_002754.1|	384384	384385	TFEb.expon.peak224	TFEb.expon_r1_peak_273	TFEb.expon_r2_peak_267	6.29648	6.43019
gi|15896971|ref|NC_002754.1|	385422	385423	TFEb.expon.peak225	TFEb.expon_r1_peak_274a	TFEb.expon_r2_peak_268	8.22267	9.98958
gi|15896971|ref|NC_002754.1|	385810	385811	TFEb.expon.peak226	TFEb.expon_r1_peak_274b	TFEb.expon_r2_peak_269	2.74438	2.71978
gi|15896971|ref|NC_002754.1|	386766	386767	TFEb.expon.peak227	TFEb.expon_r1_peak_275a	TFEb.expon_r2_peak_270a	9.3889	9.33883
gi|15896971|ref|NC_002754.1|	387207	387208	TFEb.expon.peak228	TFEb.expon_r1_peak_275b	TFEb.expon_r2_peak_270b	6.69148	6.37099
gi|15896971|ref|NC_002754.1|	387809	387810	TFEb.expon.peak229	TFEb.expon_r1_peak_276	TFEb.expon_r2_peak_271	2.11303	2.34799
gi|15896971|ref|NC_002754.1|	388693	388694	TFEb.expon.peak230	TFEb.expon_r1_peak_278	TFEb.expon_r2_peak_273	2.45423	2.42066
gi|15896971|ref|NC_002754.1|	389445	389446	TFEb.expon.peak231	TFEb.expon_r1_peak_279	TFEb.expon_r2_peak_274	6.03127	5.91772
gi|15896971|ref|NC_002754.1|	390536	390537	TFEb.expon.peak232	TFEb.expon_r1_peak_281	TFEb.expon_r2_peak_276	3.64608	4.36676
gi|15896971|ref|NC_002754.1|	391234	391235	TFEb.expon.peak233	TFEb.expon_r1_peak_282a	TFEb.expon_r2_peak_277a	2.50655	2.82607
gi|15896971|ref|NC_002754.1|	391456	391457	TFEb.expon.peak234	TFEb.expon_r1_peak_282b	TFEb.expon_r2_peak_277b	2.92396	3.16716
gi|15896971|ref|NC_002754.1|	392455	392456	TFEb.expon.peak235	TFEb.expon_r1_peak_283	TFEb.expon_r2_peak_278	2.63556	2.37984
gi|15896971|ref|NC_002754.1|	393271	393272	TFEb.expon.peak236	TFEb.expon_r1_peak_284a	TFEb.expon_r2_peak_279a	2.74554	3.03701
gi|15896971|ref|NC_002754.1|	393558	393559	TFEb.expon.peak237	TFEb.expon_r1_peak_284b	TFEb.expon_r2_peak_279b	5.37442	6.14663
gi|15896971|ref|NC_002754.1|	394284	394285	TFEb.expon.peak238	TFEb.expon_r1_peak_285	TFEb.expon_r2_peak_280	2.9649	3.66292
gi|15896971|ref|NC_002754.1|	395138	395139	TFEb.expon.peak239	TFEb.expon_r1_peak_286	TFEb.expon_r2_peak_281	3.65198	3.51466
gi|15896971|ref|NC_002754.1|	396403	396404	TFEb.expon.peak240	TFEb.expon_r1_peak_287b	TFEb.expon_r2_peak_282	2.95222	2.67505
gi|15896971|ref|NC_002754.1|	398970	398971	TFEb.expon.peak241	TFEb.expon_r1_peak_288	TFEb.expon_r2_peak_284	7.5803	7.22696
gi|15896971|ref|NC_002754.1|	405248	405249	TFEb.expon.peak242	TFEb.expon_r1_peak_291b	TFEb.expon_r2_peak_287b	2.09614	2.07716
gi|15896971|ref|NC_002754.1|	406220	406221	TFEb.expon.peak243	TFEb.expon_r1_peak_292	TFEb.expon_r2_peak_288	5.67168	5.17781
gi|15896971|ref|NC_002754.1|	406722	406723	TFEb.expon.peak244	TFEb.expon_r1_peak_293	TFEb.expon_r2_peak_289	3.0626	2.61065
gi|15896971|ref|NC_002754.1|	408696	408697	TFEb.expon.peak245	TFEb.expon_r1_peak_294b	TFEb.expon_r2_peak_290b	2.28497	2.4925
gi|15896971|ref|NC_002754.1|	411218	411219	TFEb.expon.peak246	TFEb.expon_r1_peak_296	TFEb.expon_r2_peak_292	9.18582	10.80935
gi|15896971|ref|NC_002754.1|	418339	418340	TFEb.expon.peak247	TFEb.expon_r1_peak_302a	TFEb.expon_r2_peak_296a	3.21089	3.14114
gi|15896971|ref|NC_002754.1|	418566	418567	TFEb.expon.peak248	TFEb.expon_r1_peak_302b	TFEb.expon_r2_peak_296b	2.06397	2.23638
gi|15896971|ref|NC_002754.1|	424010	424011	TFEb.expon.peak249	TFEb.expon_r1_peak_303a	TFEb.expon_r2_peak_298a	2.79643	3.09607
gi|15896971|ref|NC_002754.1|	424169	424170	TFEb.expon.peak250	TFEb.expon_r1_peak_303b	TFEb.expon_r2_peak_298b	2.50515	2.48986
gi|15896971|ref|NC_002754.1|	426185	426186	TFEb.expon.peak251	TFEb.expon_r1_peak_304	TFEb.expon_r2_peak_299	3.09287	3.17337
gi|15896971|ref|NC_002754.1|	426667	426668	TFEb.expon.peak252	TFEb.expon_r1_peak_305	TFEb.expon_r2_peak_300	1.76768	1.82755
gi|15896971|ref|NC_002754.1|	427186	427187	TFEb.expon.peak253	TFEb.expon_r1_peak_306	TFEb.expon_r2_peak_301	4.86449	4.87786
gi|15896971|ref|NC_002754.1|	434117	434118	TFEb.expon.peak254	TFEb.expon_r1_peak_312b	TFEb.expon_r2_peak_308b	3.36164	3.822
gi|15896971|ref|NC_002754.1|	434453	434454	TFEb.expon.peak255	TFEb.expon_r1_peak_313	TFEb.expon_r2_peak_309	5.52266	5.59067
gi|15896971|ref|NC_002754.1|	435750	435751	TFEb.expon.peak256	TFEb.expon_r1_peak_315a	TFEb.expon_r2_peak_311a	3.11917	3.52286
gi|15896971|ref|NC_002754.1|	435956	435957	TFEb.expon.peak257	TFEb.expon_r1_peak_315b	TFEb.expon_r2_peak_311b	2.71198	3.31665
gi|15896971|ref|NC_002754.1|	439633	439634	TFEb.expon.peak258	TFEb.expon_r1_peak_316	TFEb.expon_r2_peak_313	6.51847	6.89936
gi|15896971|ref|NC_002754.1|	441757	441758	TFEb.expon.peak259	TFEb.expon_r1_peak_319b	TFEb.expon_r2_peak_315b	1.74634	1.75361
gi|15896971|ref|NC_002754.1|	442782	442783	TFEb.expon.peak260	TFEb.expon_r1_peak_321	TFEb.expon_r2_peak_317	18.06185	19.3469
gi|15896971|ref|NC_002754.1|	448667	448668	TFEb.expon.peak261	TFEb.expon_r1_peak_322	TFEb.expon_r2_peak_319	2.34002	2.36691
gi|15896971|ref|NC_002754.1|	449038	449039	TFEb.expon.peak262	TFEb.expon_r1_peak_323	TFEb.expon_r2_peak_320	29.84901	31.18065
gi|15896971|ref|NC_002754.1|	449649	449650	TFEb.expon.peak263	TFEb.expon_r1_peak_324a	TFEb.expon_r2_peak_321a	2.80412	2.62868
gi|15896971|ref|NC_002754.1|	449955	449956	TFEb.expon.peak264	TFEb.expon_r1_peak_324b	TFEb.expon_r2_peak_321b	8.49193	8.39983
gi|15896971|ref|NC_002754.1|	453322	453323	TFEb.expon.peak265	TFEb.expon_r1_peak_326b	TFEb.expon_r2_peak_323b	17.08813	14.84646
gi|15896971|ref|NC_002754.1|	453793	453794	TFEb.expon.peak266	TFEb.expon_r1_peak_327	TFEb.expon_r2_peak_324	3.29295	3.51037
gi|15896971|ref|NC_002754.1|	455858	455859	TFEb.expon.peak267	TFEb.expon_r1_peak_328a	TFEb.expon_r2_peak_327a	3.07677	2.97877
gi|15896971|ref|NC_002754.1|	456000	456001	TFEb.expon.peak268	TFEb.expon_r1_peak_328b	TFEb.expon_r2_peak_327b	2.85463	2.76066
gi|15896971|ref|NC_002754.1|	456759	456760	TFEb.expon.peak269	TFEb.expon_r1_peak_330a	TFEb.expon_r2_peak_328b	5.33331	6.72458
gi|15896971|ref|NC_002754.1|	456952	456953	TFEb.expon.peak270	TFEb.expon_r1_peak_330b	TFEb.expon_r2_peak_328c	2.68595	2.814
gi|15896971|ref|NC_002754.1|	460949	460950	TFEb.expon.peak271	TFEb.expon_r1_peak_332	TFEb.expon_r2_peak_330	3.79674	4.19543
gi|15896971|ref|NC_002754.1|	464716	464717	TFEb.expon.peak272	TFEb.expon_r1_peak_333	TFEb.expon_r2_peak_331	2.96888	3.86797
gi|15896971|ref|NC_002754.1|	465249	465250	TFEb.expon.peak273	TFEb.expon_r1_peak_334	TFEb.expon_r2_peak_332	11.1183	11.1114
gi|15896971|ref|NC_002754.1|	466222	466223	TFEb.expon.peak274	TFEb.expon_r1_peak_335a	TFEb.expon_r2_peak_333a	7.03143	6.90303
gi|15896971|ref|NC_002754.1|	466417	466418	TFEb.expon.peak275	TFEb.expon_r1_peak_335b	TFEb.expon_r2_peak_333b	2.8181	3.73133
gi|15896971|ref|NC_002754.1|	467475	467476	TFEb.expon.peak276	TFEb.expon_r1_peak_337	TFEb.expon_r2_peak_334	30.38277	32.75275
gi|15896971|ref|NC_002754.1|	468446	468447	TFEb.expon.peak277	TFEb.expon_r1_peak_338	TFEb.expon_r2_peak_336	1.84763	1.91253
gi|15896971|ref|NC_002754.1|	473998	473999	TFEb.expon.peak278	TFEb.expon_r1_peak_340	TFEb.expon_r2_peak_339	2.81779	3.37538
gi|15896971|ref|NC_002754.1|	474358	474359	TFEb.expon.peak279	TFEb.expon_r1_peak_341a	TFEb.expon_r2_peak_340a	2.72323	2.71385
gi|15896971|ref|NC_002754.1|	474890	474891	TFEb.expon.peak280	TFEb.expon_r1_peak_342	TFEb.expon_r2_peak_340c	2.28932	2.46256
gi|15896971|ref|NC_002754.1|	476177	476178	TFEb.expon.peak281	TFEb.expon_r1_peak_343	TFEb.expon_r2_peak_341	6.3057	6.44479
gi|15896971|ref|NC_002754.1|	478828	478829	TFEb.expon.peak282	TFEb.expon_r1_peak_346	TFEb.expon_r2_peak_344	2.17455	2.33424
gi|15896971|ref|NC_002754.1|	483246	483247	TFEb.expon.peak283	TFEb.expon_r1_peak_348	TFEb.expon_r2_peak_346	2.81552	3.13205
gi|15896971|ref|NC_002754.1|	484516	484517	TFEb.expon.peak284	TFEb.expon_r1_peak_349a	TFEb.expon_r2_peak_347	2.98898	3.24082
gi|15896971|ref|NC_002754.1|	485119	485120	TFEb.expon.peak285	TFEb.expon_r1_peak_350a	TFEb.expon_r2_peak_348a	2.30417	2.74093
gi|15896971|ref|NC_002754.1|	485273	485274	TFEb.expon.peak286	TFEb.expon_r1_peak_350b	TFEb.expon_r2_peak_348b	3.15324	3.03568
gi|15896971|ref|NC_002754.1|	486608	486609	TFEb.expon.peak287	TFEb.expon_r1_peak_352	TFEb.expon_r2_peak_350	3.41971	3.53722
gi|15896971|ref|NC_002754.1|	487543	487544	TFEb.expon.peak288	TFEb.expon_r1_peak_353	TFEb.expon_r2_peak_351	2.28654	2.41089
gi|15896971|ref|NC_002754.1|	489784	489785	TFEb.expon.peak289	TFEb.expon_r1_peak_354	TFEb.expon_r2_peak_352	3.05292	2.961
gi|15896971|ref|NC_002754.1|	490113	490114	TFEb.expon.peak290	TFEb.expon_r1_peak_355	TFEb.expon_r2_peak_353	3.85825	4.3077
gi|15896971|ref|NC_002754.1|	491668	491669	TFEb.expon.peak291	TFEb.expon_r1_peak_356	TFEb.expon_r2_peak_354	2.23534	2.4229
gi|15896971|ref|NC_002754.1|	495524	495525	TFEb.expon.peak292	TFEb.expon_r1_peak_357	TFEb.expon_r2_peak_355	2.60781	2.75159
gi|15896971|ref|NC_002754.1|	495840	495841	TFEb.expon.peak293	TFEb.expon_r1_peak_358a	TFEb.expon_r2_peak_356a	2.71574	2.82819
gi|15896971|ref|NC_002754.1|	496104	496105	TFEb.expon.peak294	TFEb.expon_r1_peak_358b	TFEb.expon_r2_peak_356b	6.00935	5.9778
gi|15896971|ref|NC_002754.1|	500440	500441	TFEb.expon.peak295	TFEb.expon_r1_peak_359	TFEb.expon_r2_peak_357	4.66019	4.73646
gi|15896971|ref|NC_002754.1|	500806	500807	TFEb.expon.peak296	TFEb.expon_r1_peak_360	TFEb.expon_r2_peak_358	2.92218	3.33001
gi|15896971|ref|NC_002754.1|	502292	502293	TFEb.expon.peak297	TFEb.expon_r1_peak_361	TFEb.expon_r2_peak_359a	2.85956	2.97952
gi|15896971|ref|NC_002754.1|	502595	502596	TFEb.expon.peak298	TFEb.expon_r1_peak_362	TFEb.expon_r2_peak_359b	2.60601	2.49377
gi|15896971|ref|NC_002754.1|	504257	504258	TFEb.expon.peak299	TFEb.expon_r1_peak_363	TFEb.expon_r2_peak_360	4.97269	4.98322
gi|15896971|ref|NC_002754.1|	506221	506222	TFEb.expon.peak300	TFEb.expon_r1_peak_364b	TFEb.expon_r2_peak_361b	3.56407	3.57522
gi|15896971|ref|NC_002754.1|	507269	507270	TFEb.expon.peak301	TFEb.expon_r1_peak_365	TFEb.expon_r2_peak_362a	5.82376	6.17966
gi|15896971|ref|NC_002754.1|	509437	509438	TFEb.expon.peak302	TFEb.expon_r1_peak_367	TFEb.expon_r2_peak_363	6.37435	5.76212
gi|15896971|ref|NC_002754.1|	510171	510172	TFEb.expon.peak303	TFEb.expon_r1_peak_368	TFEb.expon_r2_peak_364	2.537	2.44682
gi|15896971|ref|NC_002754.1|	512689	512690	TFEb.expon.peak304	TFEb.expon_r1_peak_370	TFEb.expon_r2_peak_366b	3.38796	3.49046
gi|15896971|ref|NC_002754.1|	514176	514177	TFEb.expon.peak305	TFEb.expon_r1_peak_371	TFEb.expon_r2_peak_367	15.07298	13.83068
gi|15896971|ref|NC_002754.1|	516051	516052	TFEb.expon.peak306	TFEb.expon_r1_peak_372	TFEb.expon_r2_peak_368	2.91987	3.20547
gi|15896971|ref|NC_002754.1|	518474	518475	TFEb.expon.peak307	TFEb.expon_r1_peak_373a	TFEb.expon_r2_peak_369	1.8679	1.93072
gi|15896971|ref|NC_002754.1|	519574	519575	TFEb.expon.peak308	TFEb.expon_r1_peak_374a	TFEb.expon_r2_peak_370	5.5915	6.01733
gi|15896971|ref|NC_002754.1|	519975	519976	TFEb.expon.peak309	TFEb.expon_r1_peak_374b	TFEb.expon_r2_peak_371	1.96854	2.04442
gi|15896971|ref|NC_002754.1|	523987	523988	TFEb.expon.peak310	TFEb.expon_r1_peak_376	TFEb.expon_r2_peak_373	3.80428	3.225
gi|15896971|ref|NC_002754.1|	525571	525572	TFEb.expon.peak311	TFEb.expon_r1_peak_378	TFEb.expon_r2_peak_375	2.47524	3.04315
gi|15896971|ref|NC_002754.1|	525977	525978	TFEb.expon.peak312	TFEb.expon_r1_peak_379	TFEb.expon_r2_peak_376	4.94667	3.92248
gi|15896971|ref|NC_002754.1|	529310	529311	TFEb.expon.peak313	TFEb.expon_r1_peak_380a	TFEb.expon_r2_peak_378a	3.83961	3.40303
gi|15896971|ref|NC_002754.1|	529579	529580	TFEb.expon.peak314	TFEb.expon_r1_peak_380b	TFEb.expon_r2_peak_378b	16.45762	16.25911
gi|15896971|ref|NC_002754.1|	530074	530075	TFEb.expon.peak315	TFEb.expon_r1_peak_381	TFEb.expon_r2_peak_379	18.02991	17.13767
gi|15896971|ref|NC_002754.1|	531341	531342	TFEb.expon.peak316	TFEb.expon_r1_peak_382	TFEb.expon_r2_peak_380	3.11442	3.29235
gi|15896971|ref|NC_002754.1|	535881	535882	TFEb.expon.peak317	TFEb.expon_r1_peak_385	TFEb.expon_r2_peak_383	9.23891	9.59997
gi|15896971|ref|NC_002754.1|	537110	537111	TFEb.expon.peak318	TFEb.expon_r1_peak_386	TFEb.expon_r2_peak_384b	4.16135	4.37605
gi|15896971|ref|NC_002754.1|	537704	537705	TFEb.expon.peak319	TFEb.expon_r1_peak_387	TFEb.expon_r2_peak_385	1.52022	1.49413
gi|15896971|ref|NC_002754.1|	539371	539372	TFEb.expon.peak320	TFEb.expon_r1_peak_388	TFEb.expon_r2_peak_386	5.10693	5.55979
gi|15896971|ref|NC_002754.1|	539699	539700	TFEb.expon.peak321	TFEb.expon_r1_peak_389	TFEb.expon_r2_peak_387	2.53797	2.75323
gi|15896971|ref|NC_002754.1|	542388	542389	TFEb.expon.peak322	TFEb.expon_r1_peak_392	TFEb.expon_r2_peak_389	3.33564	3.09666
gi|15896971|ref|NC_002754.1|	542828	542829	TFEb.expon.peak323	TFEb.expon_r1_peak_393	TFEb.expon_r2_peak_390	9.27354	9.77943
gi|15896971|ref|NC_002754.1|	551299	551300	TFEb.expon.peak324	TFEb.expon_r1_peak_394a	TFEb.expon_r2_peak_391a	4.15091	4.0251
gi|15896971|ref|NC_002754.1|	551602	551603	TFEb.expon.peak325	TFEb.expon_r1_peak_394b	TFEb.expon_r2_peak_391b	5.54651	5.14082
gi|15896971|ref|NC_002754.1|	551804	551805	TFEb.expon.peak326	TFEb.expon_r1_peak_394c	TFEb.expon_r2_peak_391c	3.44621	4.1087
gi|15896971|ref|NC_002754.1|	552154	552155	TFEb.expon.peak327	TFEb.expon_r1_peak_395a	TFEb.expon_r2_peak_391d	4.42326	5.43098
gi|15896971|ref|NC_002754.1|	552385	552386	TFEb.expon.peak328	TFEb.expon_r1_peak_395b	TFEb.expon_r2_peak_391e	2.6917	2.7311
gi|15896971|ref|NC_002754.1|	554736	554737	TFEb.expon.peak329	TFEb.expon_r1_peak_396	TFEb.expon_r2_peak_392	13.93577	13.06297
gi|15896971|ref|NC_002754.1|	559201	559202	TFEb.expon.peak330	TFEb.expon_r1_peak_397	TFEb.expon_r2_peak_393	5.65004	6.04206
gi|15896971|ref|NC_002754.1|	559864	559865	TFEb.expon.peak331	TFEb.expon_r1_peak_398b	TFEb.expon_r2_peak_394b	3.03363	3.35496
gi|15896971|ref|NC_002754.1|	562844	562845	TFEb.expon.peak332	TFEb.expon_r1_peak_399	TFEb.expon_r2_peak_395a	3.79569	3.69279
gi|15896971|ref|NC_002754.1|	563254	563255	TFEb.expon.peak333	TFEb.expon_r1_peak_400	TFEb.expon_r2_peak_395b	4.81186	5.45679
gi|15896971|ref|NC_002754.1|	566108	566109	TFEb.expon.peak334	TFEb.expon_r1_peak_401	TFEb.expon_r2_peak_396	2.33785	2.40157
gi|15896971|ref|NC_002754.1|	567034	567035	TFEb.expon.peak335	TFEb.expon_r1_peak_402a	TFEb.expon_r2_peak_397	3.54726	3.70141
gi|15896971|ref|NC_002754.1|	567532	567533	TFEb.expon.peak336	TFEb.expon_r1_peak_403	TFEb.expon_r2_peak_398a	2.32255	2.39888
gi|15896971|ref|NC_002754.1|	569233	569234	TFEb.expon.peak337	TFEb.expon_r1_peak_405	TFEb.expon_r2_peak_399	2.18836	2.21491
gi|15896971|ref|NC_002754.1|	570128	570129	TFEb.expon.peak338	TFEb.expon_r1_peak_407	TFEb.expon_r2_peak_401	2.28445	2.29362
gi|15896971|ref|NC_002754.1|	574049	574050	TFEb.expon.peak339	TFEb.expon_r1_peak_408	TFEb.expon_r2_peak_403	7.92352	8.36458
gi|15896971|ref|NC_002754.1|	574613	574614	TFEb.expon.peak340	TFEb.expon_r1_peak_409	TFEb.expon_r2_peak_404	2.35207	2.45804
gi|15896971|ref|NC_002754.1|	575137	575138	TFEb.expon.peak341	TFEb.expon_r1_peak_410	TFEb.expon_r2_peak_405	2.18586	2.21749
gi|15896971|ref|NC_002754.1|	576582	576583	TFEb.expon.peak342	TFEb.expon_r1_peak_411a	TFEb.expon_r2_peak_406a	2.68525	3.18527
gi|15896971|ref|NC_002754.1|	576922	576923	TFEb.expon.peak343	TFEb.expon_r1_peak_411b	TFEb.expon_r2_peak_406b	3.4362	3.31486
gi|15896971|ref|NC_002754.1|	578095	578096	TFEb.expon.peak344	TFEb.expon_r1_peak_412	TFEb.expon_r2_peak_407	4.59379	4.69404
gi|15896971|ref|NC_002754.1|	578607	578608	TFEb.expon.peak345	TFEb.expon_r1_peak_413	TFEb.expon_r2_peak_408	2.9382	3.48382
gi|15896971|ref|NC_002754.1|	581310	581311	TFEb.expon.peak346	TFEb.expon_r1_peak_415	TFEb.expon_r2_peak_410	3.07222	3.08986
gi|15896971|ref|NC_002754.1|	581858	581859	TFEb.expon.peak347	TFEb.expon_r1_peak_416	TFEb.expon_r2_peak_411	20.00446	19.70566
gi|15896971|ref|NC_002754.1|	584737	584738	TFEb.expon.peak348	TFEb.expon_r1_peak_417	TFEb.expon_r2_peak_412	4.10662	4.6184
gi|15896971|ref|NC_002754.1|	586509	586510	TFEb.expon.peak349	TFEb.expon_r1_peak_418	TFEb.expon_r2_peak_413	3.46447	3.72468
