as.character(peaks$V1)	start	end	peak	peak_rep1	peak_rep2	fold_rep1	fold_rep2
gi|15896971|ref|NC_002754.1|	578097	578098	TFB1.expon.peak420	TFB1.expon_r1_peak_412	TFB1.expon_r2_peak_438	4.36322	4.35271
gi|15896971|ref|NC_002754.1|	578593	578594	TFB1.expon.peak421	TFB1.expon_r1_peak_413	TFB1.expon_r2_peak_439	3.37233	4.14957
gi|15896971|ref|NC_002754.1|	579300	579301	TFB1.expon.peak422	TFB1.expon_r1_peak_414	TFB1.expon_r2_peak_440	2.32984	2.42552
gi|15896971|ref|NC_002754.1|	581306	581307	TFB1.expon.peak423	TFB1.expon_r1_peak_415	TFB1.expon_r2_peak_441	3.56086	3.8347
gi|15896971|ref|NC_002754.1|	581845	581846	TFB1.expon.peak424	TFB1.expon_r1_peak_416	TFB1.expon_r2_peak_442	15.73319	14.65277
gi|15896971|ref|NC_002754.1|	584733	584734	TFB1.expon.peak425	TFB1.expon_r1_peak_417	TFB1.expon_r2_peak_443	5.51408	5.42001
gi|15896971|ref|NC_002754.1|	586510	586511	TFB1.expon.peak426	TFB1.expon_r1_peak_418	TFB1.expon_r2_peak_444	4.66152	4.72376
gi|15896971|ref|NC_002754.1|	590332	590333	TFB1.expon.peak427	TFB1.expon_r1_peak_420	TFB1.expon_r2_peak_446	5.98514	5.72729
gi|15896971|ref|NC_002754.1|	594076	594077	TFB1.expon.peak428	TFB1.expon_r1_peak_421	TFB1.expon_r2_peak_447	3.84055	4.05966
gi|15896971|ref|NC_002754.1|	594437	594438	TFB1.expon.peak429	TFB1.expon_r1_peak_422a	TFB1.expon_r2_peak_448a	2.11902	2.0013
gi|15896971|ref|NC_002754.1|	594590	594591	TFB1.expon.peak430	TFB1.expon_r1_peak_422b	TFB1.expon_r2_peak_448b	2.7377	2.57489
gi|15896971|ref|NC_002754.1|	594971	594972	TFB1.expon.peak431	TFB1.expon_r1_peak_423	TFB1.expon_r2_peak_449	3.07624	2.87689
gi|15896971|ref|NC_002754.1|	595452	595453	TFB1.expon.peak432	TFB1.expon_r1_peak_424	TFB1.expon_r2_peak_450	10.58263	8.30392
gi|15896971|ref|NC_002754.1|	596609	596610	TFB1.expon.peak433	TFB1.expon_r1_peak_425	TFB1.expon_r2_peak_451	3.91871	4.69256
gi|15896971|ref|NC_002754.1|	597390	597391	TFB1.expon.peak434	TFB1.expon_r1_peak_426	TFB1.expon_r2_peak_452	2.72348	2.4896
gi|15896971|ref|NC_002754.1|	598739	598740	TFB1.expon.peak435	TFB1.expon_r1_peak_428a	TFB1.expon_r2_peak_454a	6.06466	5.48111
gi|15896971|ref|NC_002754.1|	599005	599006	TFB1.expon.peak436	TFB1.expon_r1_peak_428b	TFB1.expon_r2_peak_454b	3.63625	3.31888
gi|15896971|ref|NC_002754.1|	601214	601215	TFB1.expon.peak437	TFB1.expon_r1_peak_429b	TFB1.expon_r2_peak_455b	2.78209	2.69865
gi|15896971|ref|NC_002754.1|	601413	601414	TFB1.expon.peak438	TFB1.expon_r1_peak_429c	TFB1.expon_r2_peak_455c	1.64887	1.63564
gi|15896971|ref|NC_002754.1|	602880	602881	TFB1.expon.peak439	TFB1.expon_r1_peak_430	TFB1.expon_r2_peak_456	1.61572	1.59211
gi|15896971|ref|NC_002754.1|	607475	607476	TFB1.expon.peak440	TFB1.expon_r1_peak_431a	TFB1.expon_r2_peak_457a	5.16737	6.09872
gi|15896971|ref|NC_002754.1|	607831	607832	TFB1.expon.peak441	TFB1.expon_r1_peak_431b	TFB1.expon_r2_peak_457b	11.3951	11.69088
gi|15896971|ref|NC_002754.1|	609830	609831	TFB1.expon.peak442	TFB1.expon_r1_peak_432b	TFB1.expon_r2_peak_458b	2.76361	3.20248
gi|15896971|ref|NC_002754.1|	612747	612748	TFB1.expon.peak443	TFB1.expon_r1_peak_433	TFB1.expon_r2_peak_460	7.9176	8.28554
gi|15896971|ref|NC_002754.1|	613113	613114	TFB1.expon.peak444	TFB1.expon_r1_peak_434	TFB1.expon_r2_peak_461	2.70725	2.9049
gi|15896971|ref|NC_002754.1|	613439	613440	TFB1.expon.peak445	TFB1.expon_r1_peak_435	TFB1.expon_r2_peak_462	4.26301	4.16974
gi|15896971|ref|NC_002754.1|	614084	614085	TFB1.expon.peak446	TFB1.expon_r1_peak_436	TFB1.expon_r2_peak_463	2.19521	2.56153
gi|15896971|ref|NC_002754.1|	616762	616763	TFB1.expon.peak447	TFB1.expon_r1_peak_437	TFB1.expon_r2_peak_464	4.57043	4.86668
gi|15896971|ref|NC_002754.1|	617751	617752	TFB1.expon.peak448	TFB1.expon_r1_peak_438	TFB1.expon_r2_peak_465	2.04261	2.18044
gi|15896971|ref|NC_002754.1|	619085	619086	TFB1.expon.peak449	TFB1.expon_r1_peak_440	TFB1.expon_r2_peak_467	7.10507	6.85556
gi|15896971|ref|NC_002754.1|	622819	622820	TFB1.expon.peak450	TFB1.expon_r1_peak_441	TFB1.expon_r2_peak_468	6.0063	7.40177
gi|15896971|ref|NC_002754.1|	623604	623605	TFB1.expon.peak451	TFB1.expon_r1_peak_442a	TFB1.expon_r2_peak_469a	5.15518	5.23885
gi|15896971|ref|NC_002754.1|	623981	623982	TFB1.expon.peak452	TFB1.expon_r1_peak_442c	TFB1.expon_r2_peak_469b	2.84411	2.77546
gi|15896971|ref|NC_002754.1|	624533	624534	TFB1.expon.peak453	TFB1.expon_r1_peak_443b	TFB1.expon_r2_peak_469d	3.28085	3.45993
gi|15896971|ref|NC_002754.1|	624911	624912	TFB1.expon.peak454	TFB1.expon_r1_peak_444	TFB1.expon_r2_peak_470	3.98761	3.43047
gi|15896971|ref|NC_002754.1|	627729	627730	TFB1.expon.peak455	TFB1.expon_r1_peak_445	TFB1.expon_r2_peak_471	7.2773	7.78392
gi|15896971|ref|NC_002754.1|	628697	628698	TFB1.expon.peak456	TFB1.expon_r1_peak_447	TFB1.expon_r2_peak_472b	3.56828	3.33178
gi|15896971|ref|NC_002754.1|	629346	629347	TFB1.expon.peak457	TFB1.expon_r1_peak_448	TFB1.expon_r2_peak_473	5.10897	4.80736
gi|15896971|ref|NC_002754.1|	630781	630782	TFB1.expon.peak458	TFB1.expon_r1_peak_450	TFB1.expon_r2_peak_474	3.76077	4.13986
gi|15896971|ref|NC_002754.1|	632808	632809	TFB1.expon.peak459	TFB1.expon_r1_peak_451b	TFB1.expon_r2_peak_475b	5.92921	5.83551
gi|15896971|ref|NC_002754.1|	633663	633664	TFB1.expon.peak460	TFB1.expon_r1_peak_452a	TFB1.expon_r2_peak_476a	2.51621	2.4846
gi|15896971|ref|NC_002754.1|	633841	633842	TFB1.expon.peak461	TFB1.expon_r1_peak_452b	TFB1.expon_r2_peak_476b	6.0038	5.40757
gi|15896971|ref|NC_002754.1|	634417	634418	TFB1.expon.peak462	TFB1.expon_r1_peak_453	TFB1.expon_r2_peak_477	1.61764	1.74735
gi|15896971|ref|NC_002754.1|	634858	634859	TFB1.expon.peak463	TFB1.expon_r1_peak_454	TFB1.expon_r2_peak_478	2.85965	2.74523
gi|15896971|ref|NC_002754.1|	637108	637109	TFB1.expon.peak464	TFB1.expon_r1_peak_455	TFB1.expon_r2_peak_479	7.46663	7.51724
gi|15896971|ref|NC_002754.1|	639219	639220	TFB1.expon.peak465	TFB1.expon_r1_peak_457c	TFB1.expon_r2_peak_481c	2.09213	2.2088
gi|15896971|ref|NC_002754.1|	639328	639329	TFB1.expon.peak466	TFB1.expon_r1_peak_457d	TFB1.expon_r2_peak_481d	2.55324	2.43997
gi|15896971|ref|NC_002754.1|	640499	640500	TFB1.expon.peak467	TFB1.expon_r1_peak_458a	TFB1.expon_r2_peak_482a	5.95685	5.4587
gi|15896971|ref|NC_002754.1|	640682	640683	TFB1.expon.peak468	TFB1.expon_r1_peak_458b	TFB1.expon_r2_peak_482b	2.93588	2.77353
gi|15896971|ref|NC_002754.1|	642570	642571	TFB1.expon.peak469	TFB1.expon_r1_peak_459a	TFB1.expon_r2_peak_483a	13.42747	13.00234
gi|15896971|ref|NC_002754.1|	642876	642877	TFB1.expon.peak470	TFB1.expon_r1_peak_459b	TFB1.expon_r2_peak_483b	4.82112	5.12633
gi|15896971|ref|NC_002754.1|	644698	644699	TFB1.expon.peak471	TFB1.expon_r1_peak_460	TFB1.expon_r2_peak_484	14.5684	13.75656
gi|15896971|ref|NC_002754.1|	646599	646600	TFB1.expon.peak472	TFB1.expon_r1_peak_461a	TFB1.expon_r2_peak_485a	2.01946	2.22034
gi|15896971|ref|NC_002754.1|	646821	646822	TFB1.expon.peak473	TFB1.expon_r1_peak_461b	TFB1.expon_r2_peak_485b	11.95405	10.50293
gi|15896971|ref|NC_002754.1|	648322	648323	TFB1.expon.peak474	TFB1.expon_r1_peak_462	TFB1.expon_r2_peak_486	5.3975	5.0678
gi|15896971|ref|NC_002754.1|	649476	649477	TFB1.expon.peak475	TFB1.expon_r1_peak_463	TFB1.expon_r2_peak_487	4.58508	5.02536
gi|15896971|ref|NC_002754.1|	650637	650638	TFB1.expon.peak476	TFB1.expon_r1_peak_464	TFB1.expon_r2_peak_488	7.52287	7.74867
gi|15896971|ref|NC_002754.1|	651613	651614	TFB1.expon.peak477	TFB1.expon_r1_peak_465	TFB1.expon_r2_peak_489	2.91796	3.04878
gi|15896971|ref|NC_002754.1|	651967	651968	TFB1.expon.peak478	TFB1.expon_r1_peak_466	TFB1.expon_r2_peak_490	2.01624	2.15582
gi|15896971|ref|NC_002754.1|	652635	652636	TFB1.expon.peak479	TFB1.expon_r1_peak_467	TFB1.expon_r2_peak_491	2.26382	2.68609
gi|15896971|ref|NC_002754.1|	653708	653709	TFB1.expon.peak480	TFB1.expon_r1_peak_468	TFB1.expon_r2_peak_492	2.45486	2.39142
gi|15896971|ref|NC_002754.1|	657245	657246	TFB1.expon.peak481	TFB1.expon_r1_peak_469	TFB1.expon_r2_peak_493	2.51628	2.41802
gi|15896971|ref|NC_002754.1|	657784	657785	TFB1.expon.peak482	TFB1.expon_r1_peak_470	TFB1.expon_r2_peak_494	4.94573	4.82508
gi|15896971|ref|NC_002754.1|	660602	660603	TFB1.expon.peak483	TFB1.expon_r1_peak_472	TFB1.expon_r2_peak_496	2.67735	2.7713
gi|15896971|ref|NC_002754.1|	660923	660924	TFB1.expon.peak484	TFB1.expon_r1_peak_473	TFB1.expon_r2_peak_497	2.76811	2.79329
gi|15896971|ref|NC_002754.1|	663336	663337	TFB1.expon.peak485	TFB1.expon_r1_peak_474	TFB1.expon_r2_peak_498	5.2315	5.85656
gi|15896971|ref|NC_002754.1|	664049	664050	TFB1.expon.peak486	TFB1.expon_r1_peak_475	TFB1.expon_r2_peak_499	3.10753	2.61729
gi|15896971|ref|NC_002754.1|	664523	664524	TFB1.expon.peak487	TFB1.expon_r1_peak_476	TFB1.expon_r2_peak_500	3.8648	3.85089
gi|15896971|ref|NC_002754.1|	664878	664879	TFB1.expon.peak488	TFB1.expon_r1_peak_477	TFB1.expon_r2_peak_501	3.21998	2.67534
gi|15896971|ref|NC_002754.1|	666123	666124	TFB1.expon.peak489	TFB1.expon_r1_peak_478	TFB1.expon_r2_peak_502	3.11757	2.96495
gi|15896971|ref|NC_002754.1|	666593	666594	TFB1.expon.peak490	TFB1.expon_r1_peak_479	TFB1.expon_r2_peak_503	3.97446	5.06285
gi|15896971|ref|NC_002754.1|	670205	670206	TFB1.expon.peak491	TFB1.expon_r1_peak_481	TFB1.expon_r2_peak_505	2.96344	3.58315
gi|15896971|ref|NC_002754.1|	675537	675538	TFB1.expon.peak492	TFB1.expon_r1_peak_482	TFB1.expon_r2_peak_506	1.75854	1.77289
gi|15896971|ref|NC_002754.1|	676169	676170	TFB1.expon.peak493	TFB1.expon_r1_peak_483	TFB1.expon_r2_peak_507b	26.047	24.45541
gi|15896971|ref|NC_002754.1|	676852	676853	TFB1.expon.peak494	TFB1.expon_r1_peak_484	TFB1.expon_r2_peak_508	3.06171	2.92699
gi|15896971|ref|NC_002754.1|	680469	680470	TFB1.expon.peak495	TFB1.expon_r1_peak_485	TFB1.expon_r2_peak_511	2.39127	2.40487
gi|15896971|ref|NC_002754.1|	681284	681285	TFB1.expon.peak496	TFB1.expon_r1_peak_486	TFB1.expon_r2_peak_512	4.59807	4.4989
gi|15896971|ref|NC_002754.1|	683679	683680	TFB1.expon.peak497	TFB1.expon_r1_peak_487	TFB1.expon_r2_peak_513	6.03724	7.1247
gi|15896971|ref|NC_002754.1|	686344	686345	TFB1.expon.peak498	TFB1.expon_r1_peak_488	TFB1.expon_r2_peak_514a	4.97548	4.41441
gi|15896971|ref|NC_002754.1|	689145	689146	TFB1.expon.peak499	TFB1.expon_r1_peak_490a	TFB1.expon_r2_peak_517a	1.46173	1.33773
gi|15896971|ref|NC_002754.1|	689414	689415	TFB1.expon.peak500	TFB1.expon_r1_peak_490b	TFB1.expon_r2_peak_517b	7.12206	7.37778
gi|15896971|ref|NC_002754.1|	691439	691440	TFB1.expon.peak501	TFB1.expon_r1_peak_491	TFB1.expon_r2_peak_518	2.76727	2.80344
gi|15896971|ref|NC_002754.1|	692752	692753	TFB1.expon.peak502	TFB1.expon_r1_peak_492	TFB1.expon_r2_peak_519	6.57225	6.5274
gi|15896971|ref|NC_002754.1|	693158	693159	TFB1.expon.peak503	TFB1.expon_r1_peak_493a	TFB1.expon_r2_peak_520a	2.40932	2.33642
gi|15896971|ref|NC_002754.1|	693441	693442	TFB1.expon.peak504	TFB1.expon_r1_peak_493b	TFB1.expon_r2_peak_520b	5.18426	5.24142
gi|15896971|ref|NC_002754.1|	695712	695713	TFB1.expon.peak505	TFB1.expon_r1_peak_494	TFB1.expon_r2_peak_522	3.85494	3.41792
gi|15896971|ref|NC_002754.1|	696404	696405	TFB1.expon.peak506	TFB1.expon_r1_peak_495	TFB1.expon_r2_peak_523	4.49883	5.76243
gi|15896971|ref|NC_002754.1|	698122	698123	TFB1.expon.peak507	TFB1.expon_r1_peak_496	TFB1.expon_r2_peak_524	2.36303	2.39334
gi|15896971|ref|NC_002754.1|	698513	698514	TFB1.expon.peak508	TFB1.expon_r1_peak_497	TFB1.expon_r2_peak_525	3.16007	3.05996
gi|15896971|ref|NC_002754.1|	699037	699038	TFB1.expon.peak509	TFB1.expon_r1_peak_498	TFB1.expon_r2_peak_526	7.44004	6.77609
gi|15896971|ref|NC_002754.1|	699639	699640	TFB1.expon.peak510	TFB1.expon_r1_peak_499	TFB1.expon_r2_peak_527	3.56766	3.44537
gi|15896971|ref|NC_002754.1|	700749	700750	TFB1.expon.peak511	TFB1.expon_r1_peak_500	TFB1.expon_r2_peak_528	3.13491	3.23359
gi|15896971|ref|NC_002754.1|	702806	702807	TFB1.expon.peak512	TFB1.expon_r1_peak_501	TFB1.expon_r2_peak_529	2.52063	2.87075
gi|15896971|ref|NC_002754.1|	703541	703542	TFB1.expon.peak513	TFB1.expon_r1_peak_502	TFB1.expon_r2_peak_530	5.48176	4.9927
gi|15896971|ref|NC_002754.1|	704701	704702	TFB1.expon.peak514	TFB1.expon_r1_peak_503	TFB1.expon_r2_peak_531	4.33734	4.69298
gi|15896971|ref|NC_002754.1|	705126	705127	TFB1.expon.peak515	TFB1.expon_r1_peak_504	TFB1.expon_r2_peak_532a	1.98011	1.96216
gi|15896971|ref|NC_002754.1|	706533	706534	TFB1.expon.peak516	TFB1.expon_r1_peak_505	TFB1.expon_r2_peak_533	2.97299	3.02139
gi|15896971|ref|NC_002754.1|	707023	707024	TFB1.expon.peak517	TFB1.expon_r1_peak_506	TFB1.expon_r2_peak_534	4.11843	4.52221
gi|15896971|ref|NC_002754.1|	708054	708055	TFB1.expon.peak518	TFB1.expon_r1_peak_507	TFB1.expon_r2_peak_535	6.70908	7.30276
gi|15896971|ref|NC_002754.1|	709068	709069	TFB1.expon.peak519	TFB1.expon_r1_peak_508a	TFB1.expon_r2_peak_536a	10.75426	12.08166
gi|15896971|ref|NC_002754.1|	709327	709328	TFB1.expon.peak520	TFB1.expon_r1_peak_508b	TFB1.expon_r2_peak_536b	5.7346	6.0722
gi|15896971|ref|NC_002754.1|	710071	710072	TFB1.expon.peak521	TFB1.expon_r1_peak_509	TFB1.expon_r2_peak_537	9.06216	9.03635
gi|15896971|ref|NC_002754.1|	711116	711117	TFB1.expon.peak522	TFB1.expon_r1_peak_510	TFB1.expon_r2_peak_538	4.26321	5.09817
gi|15896971|ref|NC_002754.1|	716257	716258	TFB1.expon.peak523	TFB1.expon_r1_peak_511	TFB1.expon_r2_peak_540	5.88951	5.51155
gi|15896971|ref|NC_002754.1|	716922	716923	TFB1.expon.peak524	TFB1.expon_r1_peak_512	TFB1.expon_r2_peak_541a	2.13994	2.02778
gi|15896971|ref|NC_002754.1|	718053	718054	TFB1.expon.peak525	TFB1.expon_r1_peak_513	TFB1.expon_r2_peak_542	4.61093	5.13306
gi|15896971|ref|NC_002754.1|	719609	719610	TFB1.expon.peak526	TFB1.expon_r1_peak_514a	TFB1.expon_r2_peak_544a	3.9972	4.14095
gi|15896971|ref|NC_002754.1|	720102	720103	TFB1.expon.peak527	TFB1.expon_r1_peak_514c	TFB1.expon_r2_peak_544c	13.37473	12.97051
gi|15896971|ref|NC_002754.1|	720562	720563	TFB1.expon.peak528	TFB1.expon_r1_peak_515	TFB1.expon_r2_peak_545	2.67749	2.9659
gi|15896971|ref|NC_002754.1|	722295	722296	TFB1.expon.peak529	TFB1.expon_r1_peak_516a	TFB1.expon_r2_peak_546a	3.24568	4.12936
gi|15896971|ref|NC_002754.1|	722506	722507	TFB1.expon.peak530	TFB1.expon_r1_peak_516b	TFB1.expon_r2_peak_546b	5.88511	6.33154
gi|15896971|ref|NC_002754.1|	726428	726429	TFB1.expon.peak531	TFB1.expon_r1_peak_518	TFB1.expon_r2_peak_548	4.32889	4.98546
gi|15896971|ref|NC_002754.1|	727163	727164	TFB1.expon.peak532	TFB1.expon_r1_peak_519	TFB1.expon_r2_peak_549	2.02232	1.97102
gi|15896971|ref|NC_002754.1|	727817	727818	TFB1.expon.peak533	TFB1.expon_r1_peak_520	TFB1.expon_r2_peak_550	4.96223	4.98023
gi|15896971|ref|NC_002754.1|	728159	728160	TFB1.expon.peak534	TFB1.expon_r1_peak_521	TFB1.expon_r2_peak_551	3.3029	3.34106
gi|15896971|ref|NC_002754.1|	728970	728971	TFB1.expon.peak535	TFB1.expon_r1_peak_522	TFB1.expon_r2_peak_552	5.56372	5.53327
gi|15896971|ref|NC_002754.1|	729397	729398	TFB1.expon.peak536	TFB1.expon_r1_peak_523	TFB1.expon_r2_peak_553	1.7699	1.98132
gi|15896971|ref|NC_002754.1|	730594	730595	TFB1.expon.peak537	TFB1.expon_r1_peak_524	TFB1.expon_r2_peak_554	3.70145	3.48137
gi|15896971|ref|NC_002754.1|	732855	732856	TFB1.expon.peak538	TFB1.expon_r1_peak_525a	TFB1.expon_r2_peak_555a	2.19746	2.16639
gi|15896971|ref|NC_002754.1|	735059	735060	TFB1.expon.peak539	TFB1.expon_r1_peak_526	TFB1.expon_r2_peak_556	3.07105	3.10806
gi|15896971|ref|NC_002754.1|	736023	736024	TFB1.expon.peak540	TFB1.expon_r1_peak_527a	TFB1.expon_r2_peak_557a	4.28292	4.0119
gi|15896971|ref|NC_002754.1|	736227	736228	TFB1.expon.peak541	TFB1.expon_r1_peak_527b	TFB1.expon_r2_peak_557b	5.91394	5.7442
gi|15896971|ref|NC_002754.1|	736399	736400	TFB1.expon.peak542	TFB1.expon_r1_peak_527c	TFB1.expon_r2_peak_557c	4.19989	3.61557
gi|15896971|ref|NC_002754.1|	738404	738405	TFB1.expon.peak543	TFB1.expon_r1_peak_528	TFB1.expon_r2_peak_558	27.55528	32.0452
gi|15896971|ref|NC_002754.1|	739777	739778	TFB1.expon.peak544	TFB1.expon_r1_peak_529	TFB1.expon_r2_peak_560	4.22014	5.08778
gi|15896971|ref|NC_002754.1|	740344	740345	TFB1.expon.peak545	TFB1.expon_r1_peak_530	TFB1.expon_r2_peak_561	3.77516	4.42183
gi|15896971|ref|NC_002754.1|	742533	742534	TFB1.expon.peak546	TFB1.expon_r1_peak_532	TFB1.expon_r2_peak_563	12.77132	11.29434
gi|15896971|ref|NC_002754.1|	748070	748071	TFB1.expon.peak547	TFB1.expon_r1_peak_534	TFB1.expon_r2_peak_565	2.86527	3.1867
gi|15896971|ref|NC_002754.1|	749141	749142	TFB1.expon.peak548	TFB1.expon_r1_peak_536a	TFB1.expon_r2_peak_567a	2.88963	2.82075
gi|15896971|ref|NC_002754.1|	749362	749363	TFB1.expon.peak549	TFB1.expon_r1_peak_536b	TFB1.expon_r2_peak_567b	5.06576	5.13662
gi|15896971|ref|NC_002754.1|	755235	755236	TFB1.expon.peak550	TFB1.expon_r1_peak_538	TFB1.expon_r2_peak_569	1.76248	1.72203
gi|15896971|ref|NC_002754.1|	755600	755601	TFB1.expon.peak551	TFB1.expon_r1_peak_539a	TFB1.expon_r2_peak_570	12.22308	12.77939
gi|15896971|ref|NC_002754.1|	756105	756106	TFB1.expon.peak552	TFB1.expon_r1_peak_539c	TFB1.expon_r2_peak_571a	8.27355	7.67482
gi|15896971|ref|NC_002754.1|	756320	756321	TFB1.expon.peak553	TFB1.expon_r1_peak_539d	TFB1.expon_r2_peak_571b	5.56524	6.18999
gi|15896971|ref|NC_002754.1|	758692	758693	TFB1.expon.peak554	TFB1.expon_r1_peak_540	TFB1.expon_r2_peak_572	3.27305	3.1822
gi|15896971|ref|NC_002754.1|	762912	762913	TFB1.expon.peak555	TFB1.expon_r1_peak_543	TFB1.expon_r2_peak_573	3.14705	3.72291
gi|15896971|ref|NC_002754.1|	763433	763434	TFB1.expon.peak556	TFB1.expon_r1_peak_544	TFB1.expon_r2_peak_574	7.35247	7.2397
gi|15896971|ref|NC_002754.1|	764095	764096	TFB1.expon.peak557	TFB1.expon_r1_peak_545	TFB1.expon_r2_peak_575	2.32253	2.22501
gi|15896971|ref|NC_002754.1|	766057	766058	TFB1.expon.peak558	TFB1.expon_r1_peak_546	TFB1.expon_r2_peak_577	2.4272	2.44743
gi|15896971|ref|NC_002754.1|	767172	767173	TFB1.expon.peak559	TFB1.expon_r1_peak_547a	TFB1.expon_r2_peak_578a	1.50728	1.59122
gi|15896971|ref|NC_002754.1|	768295	768296	TFB1.expon.peak560	TFB1.expon_r1_peak_549	TFB1.expon_r2_peak_580	7.16173	7.9093
gi|15896971|ref|NC_002754.1|	769478	769479	TFB1.expon.peak561	TFB1.expon_r1_peak_550	TFB1.expon_r2_peak_581	23.64536	22.79139
gi|15896971|ref|NC_002754.1|	775995	775996	TFB1.expon.peak562	TFB1.expon_r1_peak_553	TFB1.expon_r2_peak_584	1.81835	1.72283
gi|15896971|ref|NC_002754.1|	776511	776512	TFB1.expon.peak563	TFB1.expon_r1_peak_554a	TFB1.expon_r2_peak_585a	1.73808	1.61876
gi|15896971|ref|NC_002754.1|	776866	776867	TFB1.expon.peak564	TFB1.expon_r1_peak_554b	TFB1.expon_r2_peak_585b	5.03919	5.09138
gi|15896971|ref|NC_002754.1|	778403	778404	TFB1.expon.peak565	TFB1.expon_r1_peak_555	TFB1.expon_r2_peak_586	3.13131	3.12402
gi|15896971|ref|NC_002754.1|	779275	779276	TFB1.expon.peak566	TFB1.expon_r1_peak_556	TFB1.expon_r2_peak_587	2.19088	2.37678
gi|15896971|ref|NC_002754.1|	781624	781625	TFB1.expon.peak567	TFB1.expon_r1_peak_557	TFB1.expon_r2_peak_588	2.64543	2.89245
gi|15896971|ref|NC_002754.1|	782045	782046	TFB1.expon.peak568	TFB1.expon_r1_peak_558	TFB1.expon_r2_peak_589	2.10317	2.04674
gi|15896971|ref|NC_002754.1|	782459	782460	TFB1.expon.peak569	TFB1.expon_r1_peak_559	TFB1.expon_r2_peak_590	2.60147	2.57904
gi|15896971|ref|NC_002754.1|	786064	786065	TFB1.expon.peak570	TFB1.expon_r1_peak_560	TFB1.expon_r2_peak_591	2.70549	3.25425
gi|15896971|ref|NC_002754.1|	786432	786433	TFB1.expon.peak571	TFB1.expon_r1_peak_561	TFB1.expon_r2_peak_592	2.51749	2.62237
gi|15896971|ref|NC_002754.1|	786883	786884	TFB1.expon.peak572	TFB1.expon_r1_peak_562	TFB1.expon_r2_peak_593	3.65007	4.4733
gi|15896971|ref|NC_002754.1|	789575	789576	TFB1.expon.peak573	TFB1.expon_r1_peak_563a	TFB1.expon_r2_peak_594a	2.3126	2.5868
gi|15896971|ref|NC_002754.1|	789794	789795	TFB1.expon.peak574	TFB1.expon_r1_peak_563b	TFB1.expon_r2_peak_594b	7.61094	7.41907
gi|15896971|ref|NC_002754.1|	790187	790188	TFB1.expon.peak575	TFB1.expon_r1_peak_563c	TFB1.expon_r2_peak_594c	3.57023	3.67361
gi|15896971|ref|NC_002754.1|	791990	791991	TFB1.expon.peak576	TFB1.expon_r1_peak_564	TFB1.expon_r2_peak_595	6.66706	7.01665
gi|15896971|ref|NC_002754.1|	792747	792748	TFB1.expon.peak577	TFB1.expon_r1_peak_565	TFB1.expon_r2_peak_596	8.66592	9.08739
gi|15896971|ref|NC_002754.1|	793762	793763	TFB1.expon.peak578	TFB1.expon_r1_peak_566	TFB1.expon_r2_peak_597	4.07287	4.2917
gi|15896971|ref|NC_002754.1|	797656	797657	TFB1.expon.peak579	TFB1.expon_r1_peak_567	TFB1.expon_r2_peak_598b	8.31674	7.44412
gi|15896971|ref|NC_002754.1|	799020	799021	TFB1.expon.peak580	TFB1.expon_r1_peak_568	TFB1.expon_r2_peak_600	2.67407	2.47254
gi|15896971|ref|NC_002754.1|	800906	800907	TFB1.expon.peak581	TFB1.expon_r1_peak_570	TFB1.expon_r2_peak_602	3.77914	4.8956
gi|15896971|ref|NC_002754.1|	802075	802076	TFB1.expon.peak582	TFB1.expon_r1_peak_571b	TFB1.expon_r2_peak_603b	3.27091	3.70079
gi|15896971|ref|NC_002754.1|	802526	802527	TFB1.expon.peak583	TFB1.expon_r1_peak_572	TFB1.expon_r2_peak_604	6.93114	6.87269
gi|15896971|ref|NC_002754.1|	803071	803072	TFB1.expon.peak584	TFB1.expon_r1_peak_573	TFB1.expon_r2_peak_605	2.52518	2.35568
gi|15896971|ref|NC_002754.1|	803980	803981	TFB1.expon.peak585	TFB1.expon_r1_peak_574	TFB1.expon_r2_peak_606	5.14527	5.40483
gi|15896971|ref|NC_002754.1|	804766	804767	TFB1.expon.peak586	TFB1.expon_r1_peak_575	TFB1.expon_r2_peak_607	3.02002	3.16006
gi|15896971|ref|NC_002754.1|	805582	805583	TFB1.expon.peak587	TFB1.expon_r1_peak_576	TFB1.expon_r2_peak_608a	4.30355	4.74744
gi|15896971|ref|NC_002754.1|	806099	806100	TFB1.expon.peak588	TFB1.expon_r1_peak_577	TFB1.expon_r2_peak_608c	3.72722	3.54091
gi|15896971|ref|NC_002754.1|	807582	807583	TFB1.expon.peak589	TFB1.expon_r1_peak_578	TFB1.expon_r2_peak_610	7.76744	7.74439
gi|15896971|ref|NC_002754.1|	808409	808410	TFB1.expon.peak590	TFB1.expon_r1_peak_579b	TFB1.expon_r2_peak_611	4.3852	4.52531
gi|15896971|ref|NC_002754.1|	810273	810274	TFB1.expon.peak591	TFB1.expon_r1_peak_580	TFB1.expon_r2_peak_612	2.0152	2.1671
gi|15896971|ref|NC_002754.1|	811597	811598	TFB1.expon.peak592	TFB1.expon_r1_peak_581	TFB1.expon_r2_peak_613	5.04109	5.38026
gi|15896971|ref|NC_002754.1|	813767	813768	TFB1.expon.peak593	TFB1.expon_r1_peak_582b	TFB1.expon_r2_peak_614b	3.50723	3.57562
gi|15896971|ref|NC_002754.1|	814680	814681	TFB1.expon.peak594	TFB1.expon_r1_peak_583	TFB1.expon_r2_peak_615	3.55985	4.33355
